강남
10분최다강수량: , -0.016755634367683164, 0.6955228970505376
10분최다강수량(except 0): , -0.036381507347707655, 0.6957034897481376
1시간최다강수량: , -0.01455950684995519, 0.7338045013463461
1시간최다강수량(except 0): , -0.038780523810965535, 0.6754077862528796
일강수량: , -0.005201965361639726, 0.9032968791964985
일강수량(except 0): , -0.03700024972848018, 0.6339599763745877
강수계속시간: , 0.0005894452900183705, 0.9890158273360785
강수계속시간(except 0): , -0.006374007196182525, 0.9242524410026648
일최심신적설: , 0.038426819932033146, 0.3692781211587506
일최심신적설(except 0): , 0.07775041445402595, 0.7591098920368149
일최심적설: , 8.113666160257296e-05, 0.998487990898226
일최심적설(except 0): , -0.07123278591671171, 0.7033565336045938
합계3시간신적설: , 0.040102887959103065, 0.3487493652335412
합계3시간신적설(except 0): , 0.08883852814784407, 0.7259294493585308
평균기온: , 0.010217047352634394, 0.8113885931600515
최고기온: , 0.017051114346590172, 0.6904283215878263
최저기온: , 0.01025707877489522, 0.8106635591783151
평균기온평년차: , 0.03686593364804744, 0.389055443521519
최고기온평년차: , 0.03533858914605045, 0.4090173664591838
최저기온평년차: , 0.03734916639181696, 0.3828649919348744
최대순간풍속: , 0.005426345988235723, 0.8991474688608213
최대풍속: , -0.003625542678373312, 0.9325171810503392
평균풍속: , 0.025825445464980362, 0.5463235377559474
풍정합: , 0.025926370471319772, 0.5447560086923398
1시간최다일사량: , 0.03195562799750448, 0.45533849756429784
합계일사량: , 0.019524553657244745, 0.6483483415265551
합계일조시간: , 0.03318782588814762, 0.4381348332438182
안개계속시간: , 0.050336596171852925, 0.23943319858674775

잠실
10분최다강수량: , -0.025930199308544753, 0.5446965845330048
10분최다강수량(except 0): , -0.024106318772333782, 0.7955490334209013
1시간최다강수량: , -0.02465300569525086, 0.5646950728184772
1시간최다강수량(except 0): , -0.027056401871312568, 0.7702189039722881
일강수량: , -0.021952923944629034, 0.6080960468532759
일강수량(except 0): , -0.053168845475659976, 0.49366823059440207
강수계속시간: , -0.029492159844034777, 0.49084392305416114
강수계속시간(except 0): , -0.04088853098247236, 0.5417511281567415
일최심신적설: , 0.019920616221129256, 0.6417087454971132
일최심신적설(except 0): , -0.10164570099124437, 0.6881781306416342
일최심적설: , 0.019468310024623462, 0.6492934911367599
일최심적설(except 0): , -0.1236929999916173, 0.5073655876519855
합계3시간신적설: , 0.02116285666806792, 0.6210703810752373
합계3시간신적설(except 0): , -0.09303227403101223, 0.7134965295912035
평균기온: , 0.004868270814622389, 0.9094726431514976
최고기온: , 0.01933533909862794, 0.6515302473831925
최저기온: , -0.0019923895909919453, 0.9628844834740237
평균기온평년차: , 0.03686106897084992, 0.38911806971557134
최고기온평년차: , 0.033685011123321375, 0.4313002128322805
최저기온평년차: , 0.03808644229305491, 0.37353687908346656
최대순간풍속: , 0.002561462004247979, 0.952294641966405
최대풍속: , 0.009451225287725917, 0.8252892456127192
평균풍속: , 0.02619654487754698, 0.54057075809024
풍정합: , 0.02655544026678227, 0.5350360447842071
1시간최다일사량: , 0.08155194308421784, 0.056403922957864165
합계일사량: , 0.07063539315834713, 0.09857121886283791
합계일조시간: , 0.0958154535165747, 0.02489531156860663
안개계속시간: , 0.06029379137317009, 0.15868704347615994

서울역
10분최다강수량: , -0.03696387677344991, 0.387795859000948
10분최다강수량(except 0): , -0.01873494419571961, 0.8404133305710888
1시간최다강수량: , -0.039561492006531744, 0.35529996183081936
1시간최다강수량(except 0): , -0.030238463928336092, 0.7440797050958465
일강수량: , -0.03690461991036313, 0.38855762758147283
일강수량(except 0): , -0.0772817065714097, 0.319397506264076
강수계속시간: , -0.02450778711975373, 0.5669910389689408
강수계속시간(except 0): , -0.043533850234178356, 0.5158997713564918
일최심신적설: , 0.04244546925690382, 0.3212945526974628
일최심신적설(except 0): , -0.024543124386383296, 0.9229915696245609
일최심적설: , 0.0036086140724204616, 0.9328315308682573
일최심적설(except 0): , -0.1442269489373364, 0.4388820427143045
합계3시간신적설: , 0.04369021738842311, 0.30729522933525133
합계3시간신적설(except 0): , -0.015855748017602034, 0.9502090270396374
평균기온: , 0.028492730862979647, 0.5056605171147424
최고기온: , 0.038354628130766316, 0.3701788501577662
최저기온: , 0.024545541443733287, 0.566393698386408
평균기온평년차: , 0.08056402694869447, 0.05946851788718525
최고기온평년차: , 0.07412105306554698, 0.0829975088720912
최저기온평년차: , 0.08457882095142134, 0.047819887554848756
최대순간풍속: , 0.001360890064095786, 0.9746435965644323
최대풍속: , -0.010683914974882983, 0.8029430518356014
평균풍속: , 0.015903556398836144, 0.7102903984732832
풍정합: , 0.017104129829525472, 0.6895157147599836
1시간최다일사량: , 0.04694230801877748, 0.27264714810971497
합계일사량: , 0.050330666110230626, 0.2394886282800001
합계일조시간: , 0.06211227126380513, 0.14647569588444564
안개계속시간: , 0.03961299789781354, 0.35467345649180143

고속터미널
10분최다강수량: , -0.043688699865915816, 0.3073120474756543
10분최다강수량(except 0): , -0.024623284657867166, 0.7912636017430636
1시간최다강수량: , -0.047205288909501146, 0.26996670663985833
1시간최다강수량(except 0): , -0.03472312173474617, 0.7077352556179713
일강수량: , -0.06199062604679772, 0.14726950573399888
일강수량(except 0): , -0.10451414632801764, 0.17758133708189003
강수계속시간: , -0.06074750669838884, 0.1555706298253683
강수계속시간(except 0): , -0.10205030961737466, 0.1269561167295041
일최심신적설: , 0.03733451984468651, 0.38305173240443546
일최심신적설(except 0): , -0.018735127921598302, 0.941180727522491
일최심적설: , -0.01220248156689023, 0.7756356254301089
