"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20240903","안산선","상록수","17223","17535","20240906",""
"20240903","안산선","반월","4710","4660","20240906",""
"20240903","안산선","대야미","5490","4934","20240906",""
"20240903","안산선","산본","17840","18929","20240906",""
"20240903","신림선","관악산(서울대)","3624","3782","20240906",""
"20240903","신림선","서울대벤처타운","10343","9508","20240906",""
"20240903","신림선","서원","3954","3421","20240906",""
"20240903","신림선","신림","2335","2859","20240906",""
"20240903","신림선","당곡","5508","5320","20240906",""
"20240903","신림선","보라매병원","9098","9626","20240906",""
"20240903","신림선","보라매공원","2719","2996","20240906",""
"20240903","신림선","보라매","4864","4264","20240906",""
"20240903","신림선","서울지방병무청","3517","3865","20240906",""
"20240903","신림선","대방","3396","2681","20240906",""
"20240903","신림선","샛강","3315","3764","20240906",""
"20240903","수인선","인천","1088","1751","20240906",""
"20240903","수인선","신포","2009","2083","20240906",""
"20240903","수인선","숭의","4697","4406","20240906",""
"20240903","수인선","인하대","8961","8586","20240906",""
"20240903","수인선","송도","2665","2344","20240906",""
"20240903","수인선","연수","5205","5119","20240906",""
"20240903","수인선","원인재","4731","4816","20240906",""
"20240903","수인선","남동인더스파크","2692","2986","20240906",""
"20240903","수인선","호구포","4338","4429","20240906",""
"20240903","수인선","인천논현","6092","6473","20240906",""
"20240903","수인선","소래포구","5796","5445","20240906",""
"20240903","수인선","월곶","3196","2870","20240906",""
"20240903","수인선","달월","99","67","20240906",""
"20240903","수인선","사리","5663","5027","20240906",""
"20240903","수인선","야목","450","505","20240906",""
"20240903","수인선","어천","1425","1462","20240906",""
"20240903","수인선","오목천","5549","4968","20240906",""
"20240903","수인선","고색","6360","6096","20240906",""
"20240903","서해선","부천종합운동장","3156","2556","20240906",""
"20240903","서해선","원종","5152","5186","20240906",""
"20240903","서해선","김포공항","2914","3790","20240906",""
"20240903","분당선","매교","6043","5922","20240906",""
"20240903","분당선","수원시청","14792","15795","20240906",""
"20240903","분당선","매탄권선","6190","5995","20240906",""
"20240903","분당선","망포","17216","16574","20240906",""
"20240903","분당선","영통","9948","10121","20240906",""
"20240903","분당선","청명","5189","5101","20240906",""
"20240903","분당선","상갈","6142","5824","20240906",""
"20240903","분당선","기흥","12318","11927","20240906",""
"20240903","분당선","신갈","5423","5313","20240906",""
"20240903","분당선","구성","7135","7248","20240906",""
"20240903","분당선","죽전","16147","17718","20240906",""
"20240903","분당선","보정","2940","2651","20240906",""
"20240903","분당선","이매","6338","5903","20240906",""
"20240903","분당선","오리","12994","10981","20240906",""
"20240903","분당선","미금","16797","17743","20240906",""
"20240903","분당선","정자","20544","21402","20240906",""
"20240903","분당선","수내","15566","15887","20240906",""
"20240903","분당선","서현","25401","25976","20240906",""
"20240903","분당선","야탑","27703","29308","20240906",""
"20240903","분당선","모란","21829","22145","20240906",""
"20240903","분당선","태평","14310","13571","20240906",""
"20240903","분당선","가천대","14577","15076","20240906",""
"20240903","분당선","선정릉","9105","9346","20240906",""
"20240903","분당선","강남구청","10832","12667","20240906",""
"20240903","분당선","압구정로데오","20342","22117","20240906",""
"20240903","분당선","서울숲","13163","13355","20240906",""
"20240903","분당선","수원","8513","7675","20240906",""
"20240903","분당선","복정","3","0","20240906",""
"20240903","분당선","수서","17999","18758","20240906",""
"20240903","분당선","대모산입구","6965","6590","20240906",""
"20240903","분당선","개포동","5084","5185","20240906",""
"20240903","분당선","구룡","4256","4135","20240906",""
"20240903","분당선","도곡","8469","8659","20240906",""
"20240903","분당선","한티","16897","18290","20240906",""
"20240903","분당선","선릉","15251","22968","20240906",""
"20240903","과천선","범계","30120","30085","20240906",""
"20240903","과천선","평촌","20279","19647","20240906",""
"20240903","과천선","인덕원","28130","29286","20240906",""
"20240903","과천선","정부과천청사","14003","14610","20240906",""
"20240903","과천선","과천","7209","6502","20240906",""
"20240903","과천선","대공원","2533","2657","20240906",""
"20240903","과천선","경마공원","1909","1954","20240906",""
"20240903","과천선","선바위","8578","7590","20240906",""
"20240903","공항철도 1호선","영종","4385","4489","20240906",""
"20240903","공항철도 1호선","인천공항2터미널","7278","5787","20240906",""
"20240903","공항철도 1호선","인천공항1터미널","15055","13379","20240906",""
"20240903","공항철도 1호선","공항화물청사","2232","2550","20240906",""
"20240903","공항철도 1호선","운서","9891","10332","20240906",""
"20240903","공항철도 1호선","청라국제도시","8132","7765","20240906",""
"20240903","공항철도 1호선","검암","7036","7155","20240906",""
"20240903","공항철도 1호선","계양","14727","14021","20240906",""
"20240903","공항철도 1호선","김포공항","9942","6159","20240906",""
"20240903","공항철도 1호선","마곡나루(서울식물원)","13092","12226","20240906",""
"20240903","공항철도 1호선","디지털미디어시티","15619","14595","20240906",""
"20240903","공항철도 1호선","홍대입구","13603","13090","20240906",""
"20240903","공항철도 1호선","공덕","3066","4235","20240906",""
"20240903","공항철도 1호선","서울역","13085","11474","20240906",""
"20240903","경춘선","춘천","1939","1692","20240906",""
"20240903","경춘선","남춘천","2702","2730","20240906",""
"20240903","경춘선","김유정","326","339","20240906",""
"20240903","경춘선","강촌","481","484","20240906",""
"20240903","경춘선","백양리","112","92","20240906",""
"20240903","경춘선","굴봉산","107","112","20240906",""
"20240903","경춘선","가평","2019","1914","20240906",""
"20240903","경춘선","상천","321","331","20240906",""
"20240903","경춘선","청평","1824","1830","20240906",""
"20240903","경춘선","대성리","541","476","20240906",""
"20240903","경춘선","마석","4864","4756","20240906",""
"20240903","경춘선","천마산","1770","1607","20240906",""
"20240903","경춘선","평내호평","7458","7255","20240906",""
"20240903","경춘선","금곡","1750","1693","20240906",""
"20240903","경춘선","사릉","2474","2369","20240906",""
"20240903","경춘선","퇴계원","3882","3571","20240906",""
"20240903","경춘선","별내","3056","2742","20240906",""
"20240903","경춘선","갈매","3096","2732","20240906",""
"20240903","경춘선","신내","3237","2960","20240906",""
"20240903","경인선","도화","4785","4343","20240906",""
"20240903","경인선","중동","10299","9595","20240906",""
"20240903","경인선","온수(성공회대입구)","7660","7063","20240906",""
"20240903","경인선","도원","3477","3549","20240906",""
"20240903","경인선","간석","6445","6194","20240906",""
"20240903","경인선","부개","9580","9047","20240906",""
"20240903","경인선","소사","8367","7812","20240906",""
"20240903","경인선","구일","7873","7869","20240906",""
"20240903","경인선","인천","4034","3184","20240906",""
"20240903","경인선","동인천","14772","13835","20240906",""
"20240903","경인선","제물포","12402","12059","20240906",""
"20240903","경인선","주안","20454","18578","20240906",""
"20240903","경인선","동암","16775","16959","20240906",""
"20240903","경인선","백운","8252","8041","20240906",""
"20240903","경인선","부평","28668","30065","20240906",""
"20240903","경인선","송내","29229","29111","20240906",""
"20240903","경인선","부천","33710","33329","20240906",""
"20240903","경인선","역곡","30047","30244","20240906",""
"20240903","경인선","오류동","12563","11781","20240906",""
"20240903","경인선","개봉","24047","23700","20240906",""
"20240903","경의선","계양","1","0","20240906",""
"20240903","경의선","운천","7","5","20240906",""
"20240903","경의선","임진강","20","5","20240906",""
"20240903","경의선","문산","5773","5569","20240906",""
"20240903","경의선","파주","1797","1525","20240906",""
"20240903","경의선","월롱","2591","2283","20240906",""
"20240903","경의선","금촌","6960","6761","20240906",""
"20240903","경의선","금릉","6074","5776","20240906",""
"20240903","경의선","운정","9071","8428","20240906",""
"20240903","경의선","야당","9623","9635","20240906",""
"20240903","경의선","탄현","8630","8482","20240906",""
"20240903","경의선","일산","13526","13400","20240906",""
"20240903","경의선","풍산","6940","6604","20240906",""
"20240903","경의선","백마","8570","8354","20240906",""
"20240903","경의선","곡산","773","787","20240906",""
"20240903","경의선","능곡","5540","5119","20240906",""
"20240903","경의선","행신","8983","8978","20240906",""
"20240903","경의선","강매","3779","3201","20240906",""
"20240903","경의선","한국항공대","4055","3844","20240906",""
"20240903","경의선","수색","3814","3868","20240906",""
"20240903","경의선","디지털미디어시티","3249","3043","20240906",""
"20240903","경의선","가좌","6901","6508","20240906",""
"20240903","경의선","홍대입구","2177","2522","20240906",""
"20240903","경의선","서강대","2747","2739","20240906",""
"20240903","경의선","공덕","4653","3787","20240906",""
"20240903","경의선","효창공원앞","3811","4255","20240906",""
"20240903","경의선","신촌","1311","1584","20240906",""
"20240903","경의선","서울역","5338","6645","20240906",""
"20240903","경원선","연천","1170","1145","20240906",""
"20240903","경원선","전곡","1052","970","20240906",""
"20240903","경원선","청산","139","134","20240906",""
"20240903","경원선","소요산","1870","1829","20240906",""
"20240903","경원선","동두천","2452","2424","20240906",""
"20240903","경원선","보산","1610","1497","20240906",""
"20240903","경원선","동두천중앙","3420","3248","20240906",""
"20240903","경원선","지행","7132","7317","20240906",""
"20240903","경원선","덕정","7181","6712","20240906",""
"20240903","경원선","덕계","6934","6349","20240906",""
"20240903","경원선","양주","8414","8015","20240906",""
"20240903","경원선","녹양","4659","4500","20240906",""
"20240903","경원선","가능","7340","7230","20240906",""
"20240903","경원선","의정부","19791","20250","20240906",""
"20240903","경원선","회룡","14649","14313","20240906",""
"20240903","경원선","망월사","10807","10824","20240906",""
"20240903","경원선","도봉산","7988","5087","20240906",""
"20240903","경원선","도봉","6640","6376","20240906",""
"20240903","경원선","방학","10966","10586","20240906",""
"20240903","경원선","창동","2","0","20240906",""
"20240903","경원선","녹천","5019","4225","20240906",""
"20240903","경원선","월계","8975","8174","20240906",""
"20240903","경원선","광운대","10399","9931","20240906",""
"20240903","경원선","석계","7991","9276","20240906",""
"20240903","경원선","신이문","9468","8808","20240906",""
"20240903","경원선","외대앞","12015","12039","20240906",""
"20240903","경원선","청량리(서울시립대입구)","16377","17579","20240906",""
"20240903","경원선","왕십리(성동구청)","18256","17545","20240906",""
"20240903","경원선","응봉","2099","1760","20240906",""
"20240903","경원선","옥수","68","53","20240906",""
"20240903","경원선","한남","4313","4070","20240906",""
"20240903","경원선","서빙고","2576","2350","20240906",""
"20240903","경원선","이촌(국립중앙박물관)","4643","3563","20240906",""
"20240903","경부선","광명","3848","3340","20240906",""
"20240903","경부선","서동탄","1734","1423","20240906",""
"20240903","경부선","당정","7483","7131","20240906",""
"20240903","경부선","천안","7959","6806","20240906",""
"20240903","경부선","두정","9114","10307","20240906",""
"20240903","경부선","직산","1111","1074","20240906",""
"20240903","경부선","성환","7417","7278","20240906",""
"20240903","경부선","평택","13968","13833","20240906",""
"20240903","경부선","평택지제","4297","4231","20240906",""
"20240903","경부선","서정리","8763","8336","20240906",""
"20240903","경부선","송탄","4602","4481","20240906",""
"20240903","경부선","진위","2083","1910","20240906",""
"20240903","경부선","오산","11711","11763","20240906",""
"20240903","경부선","오산대","4297","4117","20240906",""
"20240903","경부선","세마","3728","3546","20240906",""
"20240903","경부선","병점","18043","17789","20240906",""
"20240903","경부선","세류","3745","3381","20240906",""
"20240903","경부선","독산","19881","20431","20240906",""
"20240903","경부선","수원","38228","39701","20240906",""
"20240903","경부선","화서","11895","11396","20240906",""
"20240903","경부선","성균관대","17918","17340","20240906",""
"20240903","경부선","의왕","10290","10260","20240906",""
"20240903","경부선","군포","8192","8011","20240906",""
"20240903","경부선","금정","30593","31193","20240906",""
"20240903","경부선","명학","11125","11062","20240906",""
"20240903","경부선","안양","27454","27136","20240906",""
"20240903","경부선","관악","8311","8087","20240906",""
"20240903","경부선","석수","9713","8924","20240906",""
"20240903","경부선","금천구청","12329","12445","20240906",""
"20240903","경부선","가산디지털단지","20020","22807","20240906",""
"20240903","경부선","구로","19172","19205","20240906",""
"20240903","경부선","신길","9669","8225","20240906",""
"20240903","경부선","신도림","4364","4626","20240906",""
"20240903","경부선","영등포","39582","40183","20240906",""
"20240903","경부선","대방","11997","13286","20240906",""
"20240903","경부선","노량진","9067","8962","20240906",""
"20240903","경부선","용산","38395","38898","20240906",""
"20240903","경부선","남영","11077","11938","20240906",""
"20240903","경부선","서울역","7992","2917","20240906",""
"20240903","경강선","성남","1098","1001","20240906",""
"20240903","경강선","여주","3321","3210","20240906",""
"20240903","경강선","세종대왕릉","361","365","20240906",""
"20240903","경강선","부발","2338","2233","20240906",""
"20240903","경강선","이천","3003","3180","20240906",""
"20240903","경강선","신둔도예촌","1655","1660","20240906",""
"20240903","경강선","곤지암","2404","2396","20240906",""
"20240903","경강선","초월","3990","3771","20240906",""
"20240903","경강선","경기광주","8834","8329","20240906",""
"20240903","경강선","삼동","2821","2656","20240906",""
"20240903","경강선","이매","1209","1010","20240906",""
"20240903","경강선","판교","6244","6184","20240906",""
"20240903","9호선2~3단계","중앙보훈병원","14353","12629","20240906",""
"20240903","9호선2~3단계","둔촌오륜","1520","1411","20240906",""
"20240903","9호선2~3단계","올림픽공원(한국체대)","7026","7179","20240906",""
"20240903","9호선2~3단계","한성백제","3243","2995","20240906",""
"20240903","9호선2~3단계","송파나루","6061","6377","20240906",""
"20240903","9호선2~3단계","석촌","10402","9373","20240906",""
"20240903","9호선2~3단계","석촌고분","7867","7668","20240906",""
"20240903","9호선2~3단계","삼전","8995","8412","20240906",""
"20240903","9호선2~3단계","종합운동장","5177","5413","20240906",""
"20240903","9호선2~3단계","봉은사","22962","23933","20240906",""
"20240903","9호선2~3단계","삼성중앙","9359","9668","20240906",""
"20240903","9호선2~3단계","선정릉","11602","12570","20240906",""
"20240903","9호선2~3단계","언주","13647","13830","20240906",""
"20240903","9호선","신논현","32686","32950","20240906",""
"20240903","9호선","사평","4827","4633","20240906",""
"20240903","9호선","고속터미널","14762","19135","20240906",""
"20240903","9호선","신반포","4832","4645","20240906",""
"20240903","9호선","구반포","1493","1472","20240906",""
"20240903","9호선","동작(현충원)","1960","1666","20240906",""
"20240903","9호선","흑석(중앙대입구)","11373","11492","20240906",""
"20240903","9호선","노들","5524","4536","20240906",""
"20240903","9호선","노량진","28380","27982","20240906",""
"20240903","9호선","샛강","7287","7455","20240906",""
"20240903","9호선","여의도","33901","33380","20240906",""
"20240903","9호선","국회의사당","18731","19607","20240906",""
"20240903","9호선","당산","20652","20629","20240906",""
"20240903","9호선","선유도","10312","9691","20240906",""
"20240903","9호선","신목동","5142","4540","20240906",""
"20240903","9호선","염창","19539","18872","20240906",""
"20240903","9호선","등촌","14079","13476","20240906",""
"20240903","9호선","증미","9463","9262","20240906",""
"20240903","9호선","가양","24988","24398","20240906",""
"20240903","9호선","양천향교","11382","11725","20240906",""
"20240903","9호선","마곡나루(서울식물원)","15407","15147","20240906",""
"20240903","9호선","신방화","7927","7741","20240906",""
"20240903","9호선","공항시장","3333","3666","20240906",""
"20240903","9호선","김포공항","6506","9708","20240906",""
"20240903","9호선","개화","3312","2211","20240906",""
"20240903","8호선","남위례","8317","8294","20240906",""
"20240903","8호선","모란","5239","4063","20240906",""
"20240903","8호선","수진","5944","5471","20240906",""
"20240903","8호선","신흥","5509","5692","20240906",""
"20240903","8호선","단대오거리","13665","12945","20240906",""
"20240903","8호선","남한산성입구(성남법원.검찰청)","16261","15101","20240906",""
"20240903","8호선","복정","11487","9936","20240906",""
"20240903","8호선","장지","18835","17374","20240906",""
"20240903","8호선","문정","25458","26607","20240906",""
"20240903","8호선","가락시장","9376","10293","20240906",""
"20240903","8호선","송파","10584","10381","20240906",""
"20240903","8호선","석촌","9186","10341","20240906",""
"20240903","8호선","잠실(송파구청)","17374","19975","20240906",""
"20240903","8호선","몽촌토성(평화의문)","7663","7695","20240906",""
"20240903","8호선","강동구청","12105","12387","20240906",""
"20240903","8호선","천호(풍납토성)","17613","19928","20240906",""
"20240903","8호선","암사","18916","17198","20240906",""
"20240903","8호선","암사역사공원","5847","5309","20240906",""
"20240903","7호선","온수(성공회대입구)","12241","11085","20240906",""
"20240903","7호선","천왕","13101","12739","20240906",""
"20240903","7호선","광명사거리","21745","21524","20240906",""
"20240903","7호선","철산","24070","24306","20240906",""
"20240903","7호선","가산디지털단지","51438","51867","20240906",""
"20240903","7호선","남구로","16743","17680","20240906",""
"20240903","7호선","대림(구로구청)","9444","9279","20240906",""
"20240903","7호선","신풍","12608","11759","20240906",""
"20240903","7호선","보라매","7237","7648","20240906",""
"20240903","7호선","신대방삼거리","17021","16079","20240906",""
"20240903","7호선","장승배기","10404","10087","20240906",""
"20240903","7호선","상도","14258","14277","20240906",""
"20240903","7호선","숭실대입구(살피재)","18069","18302","20240906",""
"20240903","7호선","남성","13254","12551","20240906",""
"20240903","7호선","이수","17818","17501","20240906",""
"20240903","7호선","내방","16990","17062","20240906",""
"20240903","7호선","고속터미널","16763","15277","20240906",""
"20240903","7호선","반포","7153","6751","20240906",""
"20240903","7호선","논현","21238","21527","20240906",""
"20240903","7호선","학동","27471","28476","20240906",""
"20240903","7호선","강남구청","18278","20432","20240906",""
"20240903","7호선","청담","21812","23666","20240906",""
"20240903","7호선","자양(뚝섬한강공원)","10632","10296","20240906",""
"20240903","7호선","건대입구","15460","15332","20240906",""
"20240903","7호선","어린이대공원(세종대)","20729","21276","20240906",""
"20240903","7호선","군자(능동)","16184","13075","20240906",""
"20240903","7호선","중곡","12172","11457","20240906",""
"20240903","7호선","용마산(용마폭포공원)","6340","6159","20240906",""
"20240903","7호선","사가정","17881","18723","20240906",""
"20240903","7호선","면목","17158","16174","20240906",""
"20240903","7호선","상봉","18548","17824","20240906",""
"20240903","7호선","중화","11655","11760","20240906",""
"20240903","7호선","먹골","11096","11115","20240906",""
"20240903","7호선","태릉입구","10031","9645","20240906",""
"20240903","7호선","공릉(서울과학기술대)","13125","13081","20240906",""
"20240903","7호선","하계","20161","19116","20240906",""
"20240903","7호선","중계","16564","15276","20240906",""
"20240903","7호선","노원","21818","22111","20240906",""
"20240903","7호선","마들","14708","13968","20240906",""
"20240903","7호선","수락산","13774","13671","20240906",""
"20240903","7호선","도봉산","10383","11934","20240906",""
"20240903","7호선","장암","3133","1294","20240906",""
"20240903","6호선","봉화산(서울의료원)","10086","9415","20240906",""
"20240903","6호선","화랑대(서울여대입구)","14269","11542","20240906",""
"20240903","6호선","태릉입구","6202","7289","20240906",""
"20240903","6호선","석계","14425","14595","20240906",""
"20240903","6호선","돌곶이","11480","10559","20240906",""
"20240903","6호선","상월곡(한국과학기술연구원)","7862","7495","20240906",""
"20240903","6호선","월곡(동덕여대)","14769","14367","20240906",""
"20240903","6호선","고려대(종암)","10680","10363","20240906",""
"20240903","6호선","안암(고대병원앞)","16982","17299","20240906",""
"20240903","6호선","보문","8998","8262","20240906",""
"20240903","6호선","창신","4267","3605","20240906",""
"20240903","6호선","동묘앞","8680","9098","20240906",""
"20240903","6호선","신당","9544","10023","20240906",""
"20240903","6호선","청구","4352","4328","20240906",""
"20240903","6호선","약수","4246","4104","20240906",""
"20240903","6호선","버티고개","2455","2372","20240906",""
"20240903","6호선","한강진","10738","12469","20240906",""
"20240903","6호선","이태원","11162","11751","20240906",""
"20240903","6호선","녹사평(용산구청)","5460","5257","20240906",""
"20240903","6호선","삼각지","8706","7667","20240906",""
"20240903","6호선","효창공원앞","8735","8178","20240906",""
"20240903","6호선","공덕","21776","21401","20240906",""
"20240903","6호선","대흥(서강대앞)","11158","11972","20240906",""
"20240903","6호선","광흥창(서강)","10791","10289","20240906",""
"20240903","6호선","상수","11034","12189","20240906",""
"20240903","6호선","합정","14061","13666","20240906",""
"20240903","6호선","망원","15894","17037","20240906",""
"20240903","6호선","마포구청","16482","15046","20240906",""
"20240903","6호선","월드컵경기장(성산)","4561","4681","20240906",""
"20240903","6호선","디지털미디어시티","16932","18332","20240906",""
"20240903","6호선","증산(명지대앞)","10842","10864","20240906",""
"20240903","6호선","새절(신사)","14648","13615","20240906",""
"20240903","6호선","구산","9239","7125","20240906",""
"20240903","6호선","연신내","3","0","20240906",""
"20240903","6호선","독바위","3175","3339","20240906",""
"20240903","6호선","불광","5038","4908","20240906",""
"20240903","6호선","역촌","4269","4979","20240906",""
"20240903","6호선","응암","19602","19349","20240906",""
"20240903","5호선","하남검단산","6949","6653","20240906",""
"20240903","5호선","하남시청(덕풍·신장)","9155","8740","20240906",""
"20240903","5호선","하남풍산","4929","4957","20240906",""
"20240903","5호선","미사","19100","19295","20240906",""
"20240903","5호선","강일","6793","6271","20240906",""
"20240903","5호선","마천","8614","7745","20240906",""
"20240903","5호선","거여","11518","11162","20240906",""
"20240903","5호선","개롱","7497","7683","20240906",""
"20240903","5호선","오금","4313","4407","20240906",""
"20240903","5호선","방이","7955","8254","20240906",""
"20240903","5호선","올림픽공원(한국체대)","5670","4924","20240906",""
"20240903","5호선","둔촌동","9920","9741","20240906",""
"20240903","5호선","상일동","16614","15699","20240906",""
"20240903","5호선","고덕","11986","11581","20240906",""
"20240903","5호선","명일","9321","9366","20240906",""
"20240903","5호선","굽은다리(강동구민회관앞)","10953","10478","20240906",""
"20240903","5호선","길동","9113","9460","20240906",""
"20240903","5호선","강동","20956","20395","20240906",""
"20240903","5호선","천호(풍납토성)","19951","20049","20240906",""
"20240903","5호선","광나루(장신대)","13159","12633","20240906",""
"20240903","5호선","아차산(어린이대공원후문)","16264","15846","20240906",""
"20240903","5호선","군자(능동)","12743","13718","20240906",""
"20240903","5호선","장한평","21326","21054","20240906",""
"20240903","5호선","답십리","17876","16345","20240906",""
"20240903","5호선","마장","6707","6398","20240906",""
"20240903","5호선","왕십리(성동구청)","5049","5613","20240906",""
"20240903","5호선","행당","9128","8114","20240906",""
"20240903","5호선","신금호","7573","7979","20240906",""
"20240903","5호선","청구","4432","4030","20240906",""
"20240903","5호선","동대문역사문화공원(DDP)","3651","4218","20240906",""
"20240903","5호선","을지로4가","7524","7463","20240906",""
"20240903","5호선","종로3가","14517","14656","20240906",""
"20240903","5호선","광화문(세종문화회관)","36582","39059","20240906",""
"20240903","5호선","서대문","23887","24355","20240906",""
"20240903","5호선","충정로(경기대입구)","5437","5773","20240906",""
"20240903","5호선","애오개","7771","7635","20240906",""
"20240903","5호선","공덕","16744","17562","20240906",""
"20240903","5호선","마포","16802","17104","20240906",""
"20240903","5호선","여의나루","14300","15564","20240906",""
"20240903","5호선","여의도","32013","34254","20240906",""
"20240903","5호선","신길","5376","5563","20240906",""
"20240903","5호선","영등포시장","12422","12435","20240906",""
"20240903","5호선","영등포구청","5353","5358","20240906",""
"20240903","5호선","양평","8868","8702","20240906",""
"20240903","5호선","오목교(목동운동장앞)","22443","24005","20240906",""
"20240903","5호선","목동","18498","19737","20240906",""
"20240903","5호선","신정(은행정)","15025","12416","20240906",""
"20240903","5호선","까치산","30263","29306","20240906",""
"20240903","5호선","화곡","31275","29097","20240906",""
"20240903","5호선","우장산","16775","16605","20240906",""
"20240903","5호선","발산","24852","25640","20240906",""
"20240903","5호선","마곡","13634","13824","20240906",""
"20240903","5호선","송정","6930","6519","20240906",""
"20240903","5호선","김포공항","12298","7955","20240906",""
"20240903","5호선","개화산","6797","6393","20240906",""
"20240903","5호선","방화","7839","7538","20240906",""
"20240903","4호선","남태령","1538","1291","20240906",""
"20240903","4호선","사당","28298","24809","20240906",""
"20240903","4호선","총신대입구(이수)","21269","23056","20240906",""
"20240903","4호선","동작(현충원)","1635","1780","20240906",""
"20240903","4호선","이촌(국립중앙박물관)","8519","9626","20240906",""
"20240903","4호선","신용산","21365","22609","20240906",""
"20240903","4호선","삼각지","6574","7599","20240906",""
"20240903","4호선","숙대입구(갈월)","17569","17025","20240906",""
"20240903","4호선","서울역","14780","22184","20240906",""
"20240903","4호선","회현(남대문시장)","30208","31246","20240906",""
"20240903","4호선","명동","37961","40350","20240906",""
"20240903","4호선","충무로","36971","37370","20240906",""
"20240903","4호선","동대문역사문화공원(DDP)","21621","19291","20240906",""
"20240903","4호선","동대문","21926","22236","20240906",""
"20240903","4호선","혜화","37496","37371","20240906",""
"20240903","4호선","한성대입구(삼선교)","16633","15975","20240906",""
"20240903","4호선","성신여대입구(돈암)","25294","24369","20240906",""
"20240903","4호선","길음","25078","25299","20240906",""
"20240903","4호선","미아사거리","28804","28448","20240906",""
"20240903","4호선","미아(서울사이버대학)","17472","17181","20240906",""
"20240903","4호선","수유(강북구청)","36930","36833","20240906",""
"20240903","4호선","쌍문","32455","30301","20240906",""
"20240903","4호선","창동","30067","31890","20240906",""
"20240903","4호선","노원","23927","27719","20240906",""
"20240903","4호선","상계","21747","20532","20240906",""
"20240903","4호선","당고개","10697","9271","20240906",""
"20240903","3호선","오금","7620","6721","20240906",""
"20240903","3호선","경찰병원","8480","8551","20240906",""
"20240903","3호선","가락시장","10359","10016","20240906",""
"20240903","3호선","수서","19709","19968","20240906",""
"20240903","3호선","일원","12948","12494","20240906",""
"20240903","3호선","대청","12389","11628","20240906",""
"20240903","3호선","학여울","2367","2405","20240906",""
"20240903","3호선","대치","13681","13768","20240906",""
"20240903","3호선","도곡","6765","6629","20240906",""
"20240903","3호선","매봉","14427","13569","20240906",""
"20240903","3호선","양재(서초구청)","41824","44783","20240906",""
"20240903","3호선","남부터미널(예술의전당)","32541","33145","20240906",""
"20240903","3호선","교대(법원.검찰청)","18976","11452","20240906",""
"20240903","3호선","고속터미널","44133","41068","20240906",""
"20240903","3호선","잠원","5868","5499","20240906",""
"20240903","3호선","신사","29390","30868","20240906",""
"20240903","중앙선","지평","60","71","20240906",""
"20240903","중앙선","용문","2107","2094","20240906",""
"20240903","중앙선","원덕","365","349","20240906",""
"20240903","중앙선","양평","4527","4586","20240906",""
"20240903","중앙선","오빈","356","358","20240906",""
"20240903","중앙선","아신","576","608","20240906",""
"20240903","중앙선","국수","838","782","20240906",""
"20240903","중앙선","신원","218","190","20240906",""
"20240903","3호선","압구정","33773","36432","20240906",""
"20240903","3호선","옥수","9883","9933","20240906",""
"20240903","3호선","금호","8828","8435","20240906",""
"20240903","3호선","약수","14272","13750","20240906",""
"20240903","3호선","동대입구","12316","13903","20240906",""
"20240903","3호선","충무로","11","0","20240906",""
"20240903","3호선","을지로3가","13152","12840","20240906",""
"20240903","3호선","종로3가","12315","13339","20240906",""
"20240903","3호선","안국","28957","30176","20240906",""
"20240903","3호선","경복궁(정부서울청사)","24829","24535","20240906",""
"20240903","3호선","독립문","8381","8520","20240906",""
"20240903","3호선","무악재","5045","4955","20240906",""
"20240903","3호선","홍제","20093","19053","20240906",""
"20240903","3호선","녹번","17531","16011","20240906",""
"20240903","3호선","불광","18608","19528","20240906",""
"20240903","3호선","연신내","37156","35424","20240906",""
"20240903","3호선","구파발","24535","23565","20240906",""
"20240903","3호선","지축","8415","8347","20240906",""
"20240903","2호선","용두(동대문구청)","2815","2867","20240906",""
"20240903","2호선","신정네거리","11308","11693","20240906",""
"20240903","2호선","양천구청","7667","8214","20240906",""
"20240903","2호선","도림천","1497","1604","20240906",""
"20240903","2호선","신설동","3612","3536","20240906",""
"20240903","2호선","신답","1829","2053","20240906",""
"20240903","2호선","용답","3459","3493","20240906",""
"20240903","2호선","충정로(경기대입구)","11575","12286","20240906",""
"20240903","2호선","아현","12399","11669","20240906",""
"20240903","2호선","이대","20229","22570","20240906",""
"20240903","2호선","신촌","42759","43255","20240906",""
"20240903","2호선","홍대입구","67317","72117","20240906",""
"20240903","2호선","합정","32253","34419","20240906",""
"20240903","2호선","당산","20615","24054","20240906",""
"20240903","2호선","영등포구청","25280","25867","20240906",""
"20240903","2호선","문래","25672","26360","20240906",""
"20240903","2호선","신도림","53744","52294","20240906",""
"20240903","2호선","대림(구로구청)","25958","26279","20240906",""
"20240903","2호선","구로디지털단지","63488","63176","20240906",""
"20240903","2호선","신대방","27138","26169","20240906",""
"20240903","2호선","신림","58021","56772","20240906",""
"20240903","장항선","쌍용(나사렛대)","3445","3327","20240906",""
"20240903","2호선","봉천","26712","24918","20240906",""
"20240903","2호선","서울대입구(관악구청)","51435","49694","20240906",""
"20240903","2호선","낙성대(강감찬)","30399","30134","20240906",""
"20240903","2호선","사당","43178","46710","20240906",""
"20240903","2호선","방배","21641","22426","20240906",""
"20240903","2호선","서초","24849","24502","20240906",""
"20240903","2호선","교대(법원.검찰청)","35653","42373","20240906",""
