"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20241101","3호선","대치","14317","14482","20241104",""
"20241101","3호선","학여울","3285","3353","20241104",""
"20241101","3호선","대청","12575","11700","20241104",""
"20241101","3호선","일원","12790","12108","20241104",""
"20241101","3호선","수서","22898","22058","20241104",""
"20241101","3호선","가락시장","10734","10673","20241104",""
"20241101","3호선","경찰병원","8437","8405","20241104",""
"20241101","3호선","오금","7752","6875","20241104",""
"20241101","4호선","당고개","11131","9647","20241104",""
"20241101","4호선","상계","22520","21098","20241104",""
"20241101","4호선","노원","24031","28117","20241104",""
"20241101","4호선","창동","31347","33628","20241104",""
"20241101","4호선","쌍문","33401","30622","20241104",""
"20241101","4호선","수유(강북구청)","39450","39602","20241104",""
"20241101","4호선","미아(서울사이버대학)","18463","17586","20241104",""
"20241101","4호선","미아사거리","30404","30159","20241104",""
"20241101","4호선","길음","25033","24599","20241104",""
"20241101","4호선","성신여대입구(돈암)","26595","25132","20241104",""
"20241101","4호선","한성대입구(삼선교)","17443","16785","20241104",""
"20241101","4호선","혜화","42448","42195","20241104",""
"20241101","4호선","동대문","22339","22205","20241104",""
"20241101","4호선","동대문역사문화공원(DDP)","22314","19261","20241104",""
"20241101","4호선","충무로","36970","38268","20241104",""
"20241101","4호선","명동","41243","44499","20241104",""
"20241101","4호선","회현(남대문시장)","31878","34044","20241104",""
"20241101","4호선","서울역","15655","27613","20241104",""
"20241101","4호선","숙대입구(갈월)","17834","17460","20241104",""
"20241101","4호선","삼각지","7553","8802","20241104",""
"20241101","4호선","신용산","23981","25853","20241104",""
"20241101","4호선","이촌(국립중앙박물관)","9366","10341","20241104",""
"20241101","4호선","동작(현충원)","1843","1868","20241104",""
"20241101","4호선","총신대입구(이수)","22050","24042","20241104",""
"20241101","4호선","사당","30144","27241","20241104",""
"20241101","4호선","남태령","1709","1466","20241104",""
"20241101","5호선","방화","7883","7439","20241104",""
"20241101","5호선","개화산","6990","6494","20241104",""
"20241101","5호선","김포공항","13977","8485","20241104",""
"20241101","5호선","송정","7349","6748","20241104",""
"20241101","5호선","마곡","13143","13518","20241104",""
"20241101","5호선","발산","25331","26376","20241104",""
"20241101","5호선","우장산","17088","16731","20241104",""
"20241101","5호선","화곡","32549","30045","20241104",""
"20241101","5호선","까치산","31525","30044","20241104",""
"20241101","5호선","신정(은행정)","15350","12549","20241104",""
"20241101","5호선","목동","19124","20555","20241104",""
"20241101","5호선","오목교(목동운동장앞)","23477","25262","20241104",""
"20241101","5호선","양평","9262","8703","20241104",""
"20241101","5호선","영등포구청","5607","5589","20241104",""
"20241101","5호선","영등포시장","13324","13327","20241104",""
"20241101","5호선","신길","5924","5774","20241104",""
"20241101","5호선","여의도","33113","34973","20241104",""
"20241101","5호선","여의나루","17698","19535","20241104",""
"20241101","5호선","마포","17094","17314","20241104",""
"20241101","5호선","공덕","17198","18099","20241104",""
"20241101","5호선","애오개","7770","7488","20241104",""
"20241101","5호선","충정로(경기대입구)","5430","5451","20241104",""
"20241101","5호선","서대문","23976","24108","20241104",""
"20241101","5호선","광화문(세종문화회관)","37778","40329","20241104",""
"20241101","5호선","종로3가","17999","19350","20241104",""
"20241101","5호선","을지로4가","7331","7399","20241104",""
"20241101","5호선","동대문역사문화공원(DDP)","3727","4193","20241104",""
"20241101","5호선","청구","4509","4208","20241104",""
"20241101","5호선","신금호","7648","7875","20241104",""
"20241101","5호선","행당","9455","8039","20241104",""
"20241101","5호선","왕십리(성동구청)","5427","6535","20241104",""
"20241101","5호선","마장","7051","6513","20241104",""
"20241101","5호선","답십리","18582","16581","20241104",""
"20241101","5호선","장한평","22699","22190","20241104",""
"20241101","5호선","군자(능동)","13866","15059","20241104",""
"20241101","5호선","아차산(어린이대공원후문)","17748","17285","20241104",""
"20241101","5호선","광나루(장신대)","13125","12296","20241104",""
"20241101","5호선","천호(풍납토성)","22451","22583","20241104",""
"20241101","5호선","강동","20995","20137","20241104",""
"20241101","5호선","길동","9914","10304","20241104",""
"20241101","5호선","굽은다리(강동구민회관앞)","11079","10572","20241104",""
"20241101","5호선","명일","9554","9579","20241104",""
"20241101","5호선","고덕","12452","12018","20241104",""
"20241101","5호선","상일동","17357","15953","20241104",""
"20241101","5호선","둔촌동","10277","10372","20241104",""
"20241101","5호선","올림픽공원(한국체대)","9049","9265","20241104",""
"20241101","5호선","방이","8431","8786","20241104",""
"20241101","5호선","오금","4396","4465","20241104",""
"20241101","5호선","개롱","7846","7691","20241104",""
"20241101","5호선","거여","11573","11134","20241104",""
"20241101","5호선","마천","8794","7843","20241104",""
"20241101","5호선","강일","7184","6577","20241104",""
"20241101","5호선","미사","20356","20866","20241104",""
"20241101","5호선","하남풍산","5497","5444","20241104",""
"20241101","5호선","하남시청(덕풍·신장)","9662","9127","20241104",""
"20241101","5호선","하남검단산","7464","7071","20241104",""
"20241101","6호선","응암","20689","20290","20241104",""
"20241101","6호선","역촌","4160","4690","20241104",""
"20241101","6호선","불광","5230","5075","20241104",""
"20241101","6호선","독바위","3138","3138","20241104",""
"20241101","6호선","연신내","4","0","20241104",""
"20241101","6호선","구산","9675","6968","20241104",""
"20241101","6호선","새절(신사)","14742","13605","20241104",""
"20241101","6호선","증산(명지대앞)","10765","10531","20241104",""
"20241101","6호선","디지털미디어시티","17200","18481","20241104",""
"20241101","6호선","월드컵경기장(성산)","6552","6979","20241104",""
"20241101","6호선","마포구청","16799","14759","20241104",""
"20241101","6호선","망원","17583","18919","20241104",""
"20241101","6호선","합정","15896","15858","20241104",""
"20241101","6호선","상수","13286","15100","20241104",""
"20241101","6호선","광흥창(서강)","10857","10183","20241104",""
"20241101","6호선","대흥(서강대앞)","10894","11380","20241104",""
"20241101","6호선","공덕","22255","22200","20241104",""
"20241101","6호선","효창공원앞","8857","7771","20241104",""
"20241101","6호선","삼각지","9575","8562","20241104",""
"20241101","6호선","녹사평(용산구청)","6399","6720","20241104",""
"20241101","6호선","이태원","14825","18449","20241104",""
"20241101","6호선","한강진","11950","14316","20241104",""
"20241101","6호선","버티고개","2534","2465","20241104",""
"20241101","6호선","약수","4353","4306","20241104",""
"20241101","6호선","청구","4414","4293","20241104",""
"20241101","6호선","신당","9828","9431","20241104",""
"20241101","6호선","동묘앞","9676","9748","20241104",""
"20241101","6호선","창신","4157","3335","20241104",""
"20241101","6호선","보문","9610","8655","20241104",""
"20241101","6호선","안암(고대병원앞)","15900","14787","20241104",""
"20241101","6호선","고려대(종암)","10678","9788","20241104",""
"20241101","6호선","월곡(동덕여대)","13933","13362","20241104",""
"20241101","6호선","상월곡(한국과학기술연구원)","7559","6587","20241104",""
"20241101","6호선","돌곶이","11986","10765","20241104",""
"20241101","6호선","석계","14242","14401","20241104",""
"20241101","6호선","태릉입구","6674","7249","20241104",""
"20241101","6호선","화랑대(서울여대입구)","13936","10820","20241104",""
"20241101","6호선","봉화산(서울의료원)","9955","9272","20241104",""
"20241101","7호선","장암","3092","1384","20241104",""
"20241101","7호선","도봉산","10392","11988","20241104",""
"20241101","7호선","수락산","14115","14007","20241104",""
"20241101","7호선","마들","15545","14649","20241104",""
"20241101","7호선","노원","22670","24445","20241104",""
"20241101","7호선","중계","17007","15381","20241104",""
"20241101","7호선","하계","20886","18958","20241104",""
"20241101","7호선","공릉(서울과학기술대)","14396","13831","20241104",""
"20241101","7호선","태릉입구","9768","8966","20241104",""
"20241101","7호선","먹골","11379","11374","20241104",""
"20241101","7호선","중화","12001","11694","20241104",""
"20241101","7호선","상봉","19979","19722","20241104",""
"20241101","7호선","면목","17443","15931","20241104",""
"20241101","7호선","사가정","18578","18985","20241104",""
"20241101","7호선","용마산(용마폭포공원)","6495","6308","20241104",""
"20241101","7호선","중곡","12479","11623","20241104",""
"20241101","7호선","군자(능동)","16955","13417","20241104",""
"20241101","7호선","어린이대공원(세종대)","19852","19335","20241104",""
"20241101","7호선","건대입구","15583","16414","20241104",""
"20241101","7호선","자양(뚝섬한강공원)","11061","10547","20241104",""
"20241101","7호선","청담","21169","23255","20241104",""
"20241101","7호선","강남구청","18484","20643","20241104",""
"20241101","7호선","학동","26643","27594","20241104",""
"20241101","7호선","논현","21517","22461","20241104",""
"20241101","7호선","반포","7514","7020","20241104",""
"20241101","7호선","고속터미널","21807","17041","20241104",""
"20241101","7호선","내방","16845","16620","20241104",""
"20241101","7호선","이수","18923","18122","20241104",""
"20241101","7호선","남성","13016","12070","20241104",""
"20241101","7호선","숭실대입구(살피재)","17193","16441","20241104",""
"20241101","7호선","상도","14622","13818","20241104",""
"20241101","7호선","장승배기","10537","10077","20241104",""
"20241101","7호선","신대방삼거리","17049","16113","20241104",""
"20241101","7호선","보라매","7609","7746","20241104",""
"20241101","7호선","신풍","12898","11775","20241104",""
"20241101","7호선","대림(구로구청)","9475","9795","20241104",""
"20241101","7호선","남구로","16113","17079","20241104",""
"20241101","7호선","가산디지털단지","48513","48688","20241104",""
"20241101","7호선","철산","24509","25381","20241104",""
"20241101","7호선","광명사거리","22987","22610","20241104",""
"20241101","7호선","천왕","13093","12627","20241104",""
"20241101","7호선","온수(성공회대입구)","11803","10623","20241104",""
"20241101","8호선","암사역사공원","6563","5950","20241104",""
"20241101","8호선","암사","19033","17098","20241104",""
"20241101","8호선","천호(풍납토성)","19262","22497","20241104",""
"20241101","8호선","강동구청","12255","12472","20241104",""
"20241101","8호선","몽촌토성(평화의문)","8716","9099","20241104",""
"20241101","8호선","잠실(송파구청)","19757","23336","20241104",""
"20241101","8호선","석촌","9914","11549","20241104",""
"20241101","8호선","송파","10788","10544","20241104",""
"20241101","8호선","가락시장","9726","10848","20241104",""
"20241101","8호선","문정","25565","26597","20241104",""
"20241101","8호선","장지","19774","18098","20241104",""
"20241101","8호선","복정","11652","9670","20241104",""
"20241101","8호선","산성","7324","7170","20241104",""
"20241101","8호선","남한산성입구(성남법원.검찰청)","16217","14287","20241104",""
"20241101","8호선","단대오거리","13718","12683","20241104",""
"20241101","8호선","신흥","5968","6015","20241104",""
"20241101","8호선","수진","6624","6045","20241104",""
"20241101","8호선","모란","5393","4335","20241104",""
"20241101","8호선","남위례","8606","8721","20241104",""
"20241101","9호선","개화","3281","2207","20241104",""
"20241101","9호선","김포공항","6880","11221","20241104",""
"20241101","9호선","공항시장","3457","3554","20241104",""
"20241101","9호선","신방화","8091","7754","20241104",""
"20241101","9호선","마곡나루(서울식물원)","15886","15663","20241104",""
"20241101","9호선","양천향교","11763","11832","20241104",""
"20241101","9호선","가양","25897","25323","20241104",""
"20241101","9호선","증미","9183","8544","20241104",""
"20241101","9호선","등촌","14278","13327","20241104",""
"20241101","9호선","염창","20314","19600","20241104",""
"20241101","9호선","신목동","5322","4628","20241104",""
"20241101","9호선","선유도","10270","9436","20241104",""
"20241101","9호선","당산","21994","21496","20241104",""
"20241101","9호선","국회의사당","21260","21417","20241104",""
"20241101","9호선","여의도","35323","33674","20241104",""
"20241101","9호선","샛강","7666","7674","20241104",""
"20241101","9호선","노량진","30801","29748","20241104",""
"20241101","9호선","노들","5654","4516","20241104",""
"20241101","9호선","흑석(중앙대입구)","11326","11455","20241104",""
"20241101","9호선","동작(현충원)","2308","1909","20241104",""
"20241101","9호선","구반포","1589","1520","20241104",""
"20241101","9호선","신반포","5110","4969","20241104",""
"20241101","9호선","고속터미널","18708","25247","20241104",""
"20241101","9호선","사평","4679","4424","20241104",""
"20241101","9호선","신논현","36216","37362","20241104",""
"20241101","9호선2~3단계","언주","13060","13469","20241104",""
"20241101","9호선2~3단계","선정릉","11581","12331","20241104",""
"20241101","9호선2~3단계","삼성중앙","9414","9504","20241104",""
"20241101","9호선2~3단계","봉은사","25718","26596","20241104",""
"20241101","9호선2~3단계","종합운동장","5564","5604","20241104",""
"20241101","9호선2~3단계","삼전","9271","8687","20241104",""
"20241101","9호선2~3단계","석촌고분","8333","7949","20241104",""
"20241101","9호선2~3단계","석촌","11367","10129","20241104",""
"20241101","9호선2~3단계","송파나루","6540","7189","20241104",""
"20241101","9호선2~3단계","한성백제","3649","3191","20241104",""
"20241101","1호선","종각","44809","44660","20241104",""
"20241101","9호선2~3단계","올림픽공원(한국체대)","17707","18254","20241104",""
"20241101","9호선2~3단계","둔촌오륜","1453","1423","20241104",""
"20241101","9호선2~3단계","중앙보훈병원","14082","12269","20241104",""
"20241101","경강선","판교","6841","6391","20241104",""
"20241101","경강선","이매","1246","1135","20241104",""
"20241101","경강선","삼동","2941","2645","20241104",""
"20241101","경강선","경기광주","9194","8838","20241104",""
"20241101","경강선","초월","4363","3911","20241104",""
"20241101","경강선","곤지암","2951","2841","20241104",""
"20241101","경강선","신둔도예촌","1798","1701","20241104",""
"20241101","경강선","이천","3391","3766","20241104",""
"20241101","경강선","부발","3267","2700","20241104",""
"20241101","경강선","세종대왕릉","414","405","20241104",""
"20241101","경강선","여주","3343","3458","20241104",""
"20241101","경강선","성남","1147","1045","20241104",""
"20241101","경부선","서울역","11998","4829","20241104",""
"20241101","경부선","남영","11273","11821","20241104",""
"20241101","경부선","용산","50761","51846","20241104",""
"20241101","경부선","노량진","10812","10817","20241104",""
"20241101","경부선","대방","12192","13364","20241104",""
"20241101","경부선","영등포","46409","48123","20241104",""
"20241101","경부선","신도림","4829","5164","20241104",""
"20241101","경부선","신길","10515","8765","20241104",""
"20241101","경부선","구로","19881","20475","20241104",""
"20241101","경부선","가산디지털단지","21099","23809","20241104",""
"20241101","경부선","금천구청","12737","12854","20241104",""
"20241101","경부선","석수","9799","8890","20241104",""
"20241101","경부선","관악","8559","8192","20241104",""
"20241101","경부선","안양","27205","27303","20241104",""
"20241101","경부선","명학","10176","9917","20241104",""
"20241101","경부선","금정","32404","33096","20241104",""
"20241101","경부선","군포","8263","8084","20241104",""
"20241101","경부선","의왕","10588","10380","20241104",""
"20241101","경부선","성균관대","18634","17832","20241104",""
"20241101","경부선","화서","12685","12436","20241104",""
"20241101","경부선","수원","43037","46728","20241104",""
"20241101","경부선","독산","20118","20319","20241104",""
"20241101","경부선","세류","4238","3702","20241104",""
"20241101","경부선","병점","18489","18241","20241104",""
"20241101","경부선","세마","3954","3736","20241104",""
"20241101","경부선","오산대","4503","4190","20241104",""
"20241101","경부선","오산","12234","12121","20241104",""
"20241101","경부선","진위","2115","1850","20241104",""
"20241101","경부선","송탄","5544","5245","20241104",""
"20241101","경부선","서정리","10567","8828","20241104",""
"20241101","경부선","평택지제","5206","5151","20241104",""
"20241101","경부선","평택","17640","16813","20241104",""
"20241101","경부선","성환","5960","5250","20241104",""
"20241101","경부선","직산","1280","1155","20241104",""
"20241101","경부선","두정","9465","8409","20241104",""
"20241101","경부선","천안","8112","7912","20241104",""
"20241101","경부선","당정","7538","6968","20241104",""
"20241101","경부선","서동탄","1822","1597","20241104",""
"20241101","경부선","광명","4666","4205","20241104",""
"20241101","경원선","이촌(국립중앙박물관)","4618","3475","20241104",""
"20241101","경원선","서빙고","2681","2470","20241104",""
"20241101","경원선","한남","4165","4079","20241104",""
"20241101","경원선","옥수","71","40","20241104",""
"20241101","경원선","응봉","2110","1746","20241104",""
"20241101","경원선","왕십리(성동구청)","20359","20310","20241104",""
"20241101","경원선","청량리(서울시립대입구)","21048","22205","20241104",""
"20241101","경원선","외대앞","12316","11485","20241104",""
"20241101","경원선","신이문","9685","8985","20241104",""
"20241101","경원선","석계","8650","9716","20241104",""
"20241101","경원선","광운대","10114","9426","20241104",""
"20241101","경원선","월계","8628","7710","20241104",""
"20241101","경원선","녹천","5167","4216","20241104",""
"20241101","경원선","창동","2","0","20241104",""
"20241101","경원선","방학","11567","11190","20241104",""
"20241101","경원선","도봉","6950","6549","20241104",""
"20241101","경원선","도봉산","8755","5737","20241104",""
"20241101","경원선","망월사","9576","9487","20241104",""
"20241101","경원선","회룡","14997","14941","20241104",""
"20241101","경원선","의정부","21494","22558","20241104",""
"20241101","경원선","가능","7611","7347","20241104",""
"20241101","경원선","녹양","5344","5140","20241104",""
"20241101","경원선","양주","8779","8132","20241104",""
"20241101","경원선","덕계","7337","6831","20241104",""
"20241101","경원선","덕정","7929","7512","20241104",""
"20241101","경원선","지행","8132","8129","20241104",""
"20241101","경원선","동두천중앙","3455","3329","20241104",""
"20241101","경원선","보산","2375","1985","20241104",""
"20241101","경원선","동두천","2350","2184","20241104",""
"20241101","경원선","소요산","2806","2871","20241104",""
"20241101","경원선","청산","173","167","20241104",""
"20241101","경원선","전곡","1629","1592","20241104",""
"20241101","경원선","연천","1272","1407","20241104",""
"20241101","경의선","신촌","1179","1471","20241104",""
"20241101","경의선","효창공원앞","3710","4194","20241104",""
"20241101","경의선","공덕","4776","4175","20241104",""
"20241101","경의선","서강대","2735","2503","20241104",""
"20241101","경의선","홍대입구","2696","3249","20241104",""
"20241101","경의선","가좌","6944","6602","20241104",""
"20241101","경의선","디지털미디어시티","3286","3134","20241104",""
"20241101","경의선","수색","3806","3926","20241104",""
"20241101","경의선","한국항공대","3041","2718","20241104",""
"20241101","경의선","강매","3934","3233","20241104",""
"20241101","경의선","행신","9687","9479","20241104",""
"20241101","경의선","능곡","5499","5170","20241104",""
"20241101","경의선","곡산","756","768","20241104",""
"20241101","경의선","백마","8792","8631","20241104",""
"20241101","경의선","풍산","7446","7168","20241104",""
"20241101","경의선","일산","12484","12285","20241104",""
"20241101","경의선","탄현","9157","8976","20241104",""
"20241101","경의선","야당","9917","10855","20241104",""
"20241101","경의선","운정","9339","8824","20241104",""
"20241101","경의선","금릉","6393","6111","20241104",""
"20241101","경의선","금촌","8680","8288","20241104",""
"20241101","경의선","월롱","2879","2088","20241104",""
"20241101","경의선","파주","1503","1116","20241104",""
"20241101","경의선","문산","6368","6774","20241104",""
"20241101","경의선","임진강","25","12","20241104",""
"20241101","경의선","운천","6","4","20241104",""
"20241101","경인선","개봉","25659","25272","20241104",""
"20241101","경인선","오류동","13091","12096","20241104",""
"20241101","경인선","역곡","30485","29950","20241104",""
"20241101","경인선","부천","36268","37228","20241104",""
"20241101","경인선","송내","30207","29896","20241104",""
"20241101","경인선","부평","31769","35081","20241104",""
"20241101","경인선","백운","8474","8195","20241104",""
"20241101","경인선","동암","17818","18135","20241104",""
"20241101","경인선","주안","21587","19123","20241104",""
"20241101","경인선","제물포","12840","12066","20241104",""
"20241101","경인선","동인천","15625","14429","20241104",""
"20241101","경인선","인천","4810","4027","20241104",""
"20241101","경인선","구일","15167","17444","20241104",""
"20241101","경인선","소사","8831","8490","20241104",""
"20241101","경인선","부개","9972","9273","20241104",""
"20241101","경인선","간석","6585","6214","20241104",""
"20241101","경인선","도원","3678","3691","20241104",""
"20241101","경인선","온수(성공회대입구)","7592","6939","20241104",""
"20241101","경인선","중동","10712","9953","20241104",""
"20241101","경인선","도화","4953","4450","20241104",""
"20241101","경춘선","신내","3365","3071","20241104",""
"20241101","경춘선","갈매","3230","2842","20241104",""
"20241101","경춘선","별내","3245","2924","20241104",""
"20241101","경춘선","퇴계원","4130","3889","20241104",""
"20241101","경춘선","사릉","2498","2316","20241104",""
"20241101","경춘선","금곡","1717","1694","20241104",""
"20241101","경춘선","평내호평","7406","7489","20241104",""
"20241101","경춘선","천마산","1816","1695","20241104",""
"20241101","경춘선","마석","4445","4540","20241104",""
"20241101","경춘선","대성리","613","1765","20241104",""
"20241101","경춘선","청평","2154","2487","20241104",""
"20241101","경춘선","상천","389","431","20241104",""
"20241101","경춘선","가평","3256","3442","20241104",""
"20241101","경춘선","굴봉산","123","130","20241104",""
"20241101","경춘선","백양리","86","75","20241104",""
"20241101","경춘선","강촌","578","675","20241104",""
"20241101","경춘선","김유정","572","633","20241104",""
"20241101","경춘선","남춘천","4141","3584","20241104",""
"20241101","경춘선","춘천","2560","1660","20241104",""
"20241101","공항철도 1호선","서울역","17096","15328","20241104",""
"20241101","1호선","시청","30849","31183","20241104",""
"20241101","공항철도 1호선","공덕","3487","4463","20241104",""
"20241101","공항철도 1호선","홍대입구","17395","17116","20241104",""
"20241101","공항철도 1호선","디지털미디어시티","16428","15268","20241104",""
"20241101","공항철도 1호선","마곡나루(서울식물원)","12489","11502","20241104",""
"20241101","공항철도 1호선","김포공항","9952","5687","20241104",""
"20241101","공항철도 1호선","계양","15226","14447","20241104",""
"20241101","공항철도 1호선","검암","7370","7738","20241104",""
"20241101","공항철도 1호선","청라국제도시","8702","8264","20241104",""
"20241101","공항철도 1호선","운서","10576","10968","20241104",""
"20241101","공항철도 1호선","공항화물청사","2259","2329","20241104",""
"20241101","공항철도 1호선","인천공항1터미널","18301","15067","20241104",""
"20241101","공항철도 1호선","인천공항2터미널","8275","6619","20241104",""
"20241101","공항철도 1호선","영종","4535","4860","20241104",""
"20241101","과천선","선바위","9060","7794","20241104",""
"20241101","과천선","경마공원","7540","7490","20241104",""
"20241101","과천선","대공원","7538","7714","20241104",""
"20241101","과천선","과천","7806","6850","20241104",""
"20241101","과천선","정부과천청사","15547","16102","20241104",""
"20241101","과천선","인덕원","30047","30526","20241104",""
"20241101","과천선","평촌","20512","20007","20241104",""
"20241101","과천선","범계","31739","32360","20241104",""
"20241101","분당선","선릉","14914","22398","20241104",""
"20241101","분당선","한티","17498","18971","20241104",""
"20241101","분당선","도곡","8635","8772","20241104",""
"20241101","분당선","구룡","4488","4067","20241104",""
"20241101","분당선","개포동","5156","5379","20241104",""
"20241101","분당선","대모산입구","6911","6392","20241104",""
"20241101","분당선","수서","19724","21459","20241104",""
"20241101","분당선","복정","3","0","20241104",""
"20241101","분당선","수원","9234","8881","20241104",""
"20241101","분당선","서울숲","15217","15816","20241104",""
"20241101","분당선","압구정로데오","22362","25988","20241104",""
"20241101","분당선","강남구청","11175","12699","20241104",""
"20241101","분당선","선정릉","8468","8768","20241104",""
"20241101","분당선","가천대","12417","11616","20241104",""
"20241101","분당선","태평","14949","14106","20241104",""
"20241101","분당선","모란","22408","22857","20241104",""
"20241101","분당선","야탑","29559","31481","20241104",""
"20241101","분당선","서현","27582","28207","20241104",""
"20241101","분당선","수내","15486","15785","20241104",""
"20241101","분당선","정자","21347","22289","20241104",""
"20241101","분당선","미금","17699","18448","20241104",""
"20241101","분당선","오리","13300","11311","20241104",""
"20241101","분당선","이매","6944","6445","20241104",""
"20241101","분당선","보정","2911","2609","20241104",""
"20241101","분당선","죽전","16695","18049","20241104",""
"20241101","분당선","구성","8036","8018","20241104",""
"20241101","분당선","신갈","5593","5547","20241104",""
"20241101","분당선","기흥","12599","11823","20241104",""
"20241101","분당선","상갈","6316","5888","20241104",""
"20241101","분당선","청명","5614","5293","20241104",""
"20241101","분당선","영통","10929","10479","20241104",""
"20241101","분당선","망포","18267","16862","20241104",""
"20241101","분당선","매탄권선","6664","6350","20241104",""
"20241101","분당선","수원시청","16072","18160","20241104",""
"20241101","분당선","매교","6249","6131","20241104",""
"20241101","서해선","김포공항","3217","4318","20241104",""
"20241101","서해선","원종","5585","5584","20241104",""
"20241101","서해선","부천종합운동장","3154","2689","20241104",""
"20241101","수인선","고색","6751","6273","20241104",""
"20241101","수인선","오목천","5514","4587","20241104",""
"20241101","수인선","어천","1821","1584","20241104",""
"20241101","수인선","야목","478","419","20241104",""
"20241101","수인선","사리","5840","5081","20241104",""
"20241101","수인선","달월","124","75","20241104",""
"20241101","수인선","월곶","3309","2989","20241104",""
"20241101","수인선","소래포구","6473","6262","20241104",""
