"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20241208","9호선2~3단계","선정릉","3803","4125","20241211"
"20241208","경부선","성균관대","9062","9186","20241211"
"20241208","경강선","성남","593","552","20241211"
"20241208","2호선","성수","29829","31515","20241211"
"20241208","4호선","성신여대입구(돈암)","14639","14190","20241211"
"20241208","우이신설선","성신여대입구(돈암)","2409","2707","20241211"
"20241208","경부선","성환","2981","3638","20241211"
"20241208","경부선","세류","2655","2520","20241211"
"20241208","경부선","세마","1807","1715","20241211"
"20241208","경강선","세종대왕릉","296","280","20241211"
"20241208","수인선","소래포구","3190","3066","20241211"
"20241208","경인선","소사","5376","4961","20241211"
"20241208","경원선","소요산","1722","1765","20241211"
"20241208","우이신설선","솔밭공원","1707","1598","20241211"
"20241208","우이신설선","솔샘","3223","3043","20241211"
"20241208","경인선","송내","13409","13059","20241211"
"20241208","수인선","송도","1456","1400","20241211"
"20241208","5호선","송정","3971","3913","20241211"
"20241208","경부선","송탄","3791","3985","20241211"
"20241208","8호선","송파","5332","5328","20241211"
"20241208","9호선2~3단계","송파나루","3788","4009","20241211"
"20241208","분당선","수내","6059","5843","20241211"
"20241208","7호선","수락산","8518","8282","20241211"
"20241208","안산선","수리산","2227","2006","20241211"
"20241208","경의선","수색","1137","1183","20241211"
"20241208","분당선","수서","10725","10870","20241211"
"20241208","3호선","수서","13395","13529","20241211"
"20241208","분당선","수원","5595","4787","20241211"
"20241208","경부선","수원","36795","36483","20241211"
"20241208","분당선","수원시청","7694","7633","20241211"
"20241208","4호선","수유(강북구청)","22758","21966","20241211"
"20241208","8호선","수진","3949","3649","20241211"
"20241208","4호선","숙대입구(갈월)","10472","9786","20241211"
"20241208","7호선","숭실대입구(살피재)","6471","6897","20241211"
"20241208","수인선","숭의","2041","1753","20241211"
"20241208","1호선","시청","11929","11173","20241211"
"20241208","2호선","시청","9111","6956","20241211"
"20241208","분당선","신갈","2042","2043","20241211"
"20241208","5호선","신금호","3261","3716","20241211"
"20241208","5호선","신길","3038","3147","20241211"
"20241208","경부선","신길","5210","4967","20241211"
"20241208","안산선","신길온천","1466","1276","20241211"
"20241208","경춘선","신내","1368","1300","20241211"
"20241208","9호선","신논현","18736","18740","20241211"
"20241208","2호선","신답","833","912","20241211"
"20241208","6호선","신당","5540","5915","20241211"
"20241208","2호선","신당","10072","10805","20241211"
"20241208","2호선","신대방","16819","16197","20241211"
"20241208","7호선","신대방삼거리","8315","8327","20241211"
"20241208","2호선","신도림","37605","36132","20241211"
"20241208","경부선","신도림","2544","3055","20241211"
"20241208","경강선","신둔도예촌","972","901","20241211"
"20241208","2호선","신림","37383","36516","20241211"
"20241208","신림선","신림","1516","1647","20241211"
"20241208","9호선","신목동","2091","1877","20241211"
"20241208","9호선","신반포","2717","2712","20241211"
"20241208","9호선","신방화","4084","4051","20241211"
"20241208","3호선","신사","13937","13785","20241211"
"20241208","2호선","신설동","3403","3406","20241211"
"20241208","우이신설선","신설동","1459","1443","20241211"
"20241208","1호선","신설동","8849","8603","20241211"
"20241208","4호선","신용산","12876","13581","20241211"
"20241208","중앙선","신원","136","131","20241211"
"20241208","경원선","신이문","4903","4610","20241211"
"20241208","5호선","신정(은행정)","6994","6429","20241211"
"20241208","2호선","신정네거리","5693","5730","20241211"
"20241208","장항선","신창(순천향대)","907","1504","20241211"
"20241208","경의선","신촌","213","273","20241211"
"20241208","2호선","신촌","33411","32662","20241211"
"20241208","수인선","신포","1099","1070","20241211"
"20241208","7호선","신풍","6990","6670","20241211"
"20241208","8호선","신흥","3279","3419","20241211"
"20241208","4호선","쌍문","18248","16597","20241211"
"20241208","장항선","쌍용(나사렛대)","1404","1593","20241211"
"20241208","장항선","아산","3573","2469","20241211"
"20241208","중앙선","아신","337","313","20241211"
"20241208","5호선","아차산(어린이대공원후문)","10296","9869","20241211"
"20241208","2호선","아현","6231","5957","20241211"
"20241208","3호선","안국","14991","15609","20241211"
"20241208","안산선","안산","11179","10245","20241211"
"20241208","6호선","안암(고대병원앞)","5341","5806","20241211"
"20241208","경부선","안양","14112","13448","20241211"
"20241208","8호선","암사","9306","8966","20241211"
"20241208","8호선","암사역사공원","2962","2818","20241211"
"20241208","3호선","압구정","16274","16371","20241211"
"20241208","분당선","압구정로데오","10647","11396","20241211"
"20241208","5호선","애오개","3070","3011","20241211"
"20241208","경의선","야당","5159","4976","20241211"
"20241208","수인선","야목","213","163","20241211"
"20241208","분당선","야탑","14213","14465","20241211"
"20241208","6호선","약수","2087","2093","20241211"
"20241208","3호선","약수","7750","7563","20241211"
"20241208","중앙선","양수","1185","1123","20241211"
"20241208","중앙선","양원","1349","1357","20241211"
"20241208","3호선","양재(서초구청)","16564","18281","20241211"
"20241208","중앙선","양정","344","300","20241211"
"20241208","경원선","양주","4924","5332","20241211"
"20241208","2호선","양천구청","3632","3610","20241211"
"20241208","9호선","양천향교","4643","4957","20241211"
"20241208","5호선","양평","3107","3152","20241211"
"20241208","중앙선","양평","2439","2481","20241211"
"20241208","7호선","어린이대공원(세종대)","9420","9400","20241211"
"20241208","수인선","어천","840","876","20241211"
"20241208","9호선2~3단계","언주","4297","4185","20241211"
"20241208","5호선","여의나루","6786","8952","20241211"
"20241208","5호선","여의도","14648","15468","20241211"
"20241208","9호선","여의도","16475","14563","20241211"
"20241208","경강선","여주","2518","2551","20241211"
"20241208","경인선","역곡","14190","13793","20241211"
"20241208","2호선","역삼","13520","14458","20241211"
"20241208","6호선","역촌","2282","2686","20241211"
"20241208","수인선","연수","3194","3093","20241211"
"20241208","3호선","연신내","21952","21173","20241211"
"20241208","6호선","연신내","4","0","20241211"
"20241208","경원선","연천","821","846","20241211"
"20241208","9호선","염창","10021","9822","20241211"
"20241208","경부선","영등포","38384","36969","20241211"
"20241208","5호선","영등포구청","2008","1891","20241211"
"20241208","2호선","영등포구청","10531","10797","20241211"
"20241208","5호선","영등포시장","7992","8093","20241211"
"20241208","공항철도 1호선","영종","3178","2957","20241211"
"20241208","분당선","영통","4833","4867","20241211"
"20241208","5호선","오금","1717","1676","20241211"
"20241208","3호선","오금","3200","3079","20241211"
"20241208","경인선","오류동","6989","6412","20241211"
"20241208","분당선","오리","5407","4910","20241211"
"20241208","5호선","오목교(목동운동장앞)","12439","12382","20241211"
"20241208","수인선","오목천","2119","1867","20241211"
"20241208","중앙선","오빈","171","152","20241211"
"20241208","경부선","오산","8946","9206","20241211"
"20241208","경부선","오산대","2352","2149","20241211"
"20241208","안산선","오이도","5311","5354","20241211"
"20241208","3호선","옥수","5350","5625","20241211"
"20241208","경원선","옥수","35","21","20241211"
"20241208","7호선","온수(성공회대입구)","4663","4578","20241211"
"20241208","경인선","온수(성공회대입구)","3812","3627","20241211"
"20241208","장항선","온양온천","4225","4298","20241211"
"20241208","9호선2~3단계","올림픽공원(한국체대)","10594","10930","20241211"
"20241208","5호선","올림픽공원(한국체대)","4442","4403","20241211"
"20241208","5호선","왕십리(성동구청)","2856","3628","20241211"
"20241208","경원선","왕십리(성동구청)","11445","11409","20241211"
"20241208","2호선","왕십리(성동구청)","9981","9634","20241211"
"20241208","경원선","외대앞","5977","6002","20241211"
"20241208","2호선","용답","1973","1892","20241211"
"20241208","2호선","용두(동대문구청)","1698","1665","20241211"
"20241208","7호선","용마산(용마폭포공원)","3221","3419","20241211"
"20241208","중앙선","용문","1265","1124","20241211"
"20241208","경부선","용산","37831","36132","20241211"
"20241208","5호선","우장산","7877","8121","20241211"
"20241208","중앙선","운길산","559","480","20241211"
"20241208","공항철도 1호선","운서","7927","8701","20241211"
"20241208","경의선","운정","3993","3723","20241211"
"20241208","경의선","운천","9","3","20241211"
"20241208","일산선","원당","6572","6288","20241211"
"20241208","중앙선","원덕","249","234","20241211"
"20241208","수인선","원인재","3013","3387","20241211"
"20241208","서해선","원종","2941","2877","20241211"
"20241208","일산선","원흥","6766","6433","20241211"
"20241208","경원선","월계","3694","3297","20241211"
"20241208","6호선","월곡(동덕여대)","5892","5787","20241211"
"20241208","수인선","월곶","1707","1608","20241211"
"20241208","6호선","월드컵경기장(성산)","3639","3720","20241211"
"20241208","경의선","월롱","752","1104","20241211"
"20241208","3호선","을지로3가","5437","5090","20241211"
"20241208","2호선","을지로3가","12755","12578","20241211"
"20241208","2호선","을지로4가","5887","5777","20241211"
"20241208","5호선","을지로4가","2089","1830","20241211"
"20241208","2호선","을지로입구","26866","26596","20241211"
"20241208","경원선","응봉","833","836","20241211"
"20241208","6호선","응암","10492","10269","20241211"
"20241208","경부선","의왕","4268","4280","20241211"
"20241208","경원선","의정부","14181","14031","20241211"
"20241208","2호선","이대","9210","10688","20241211"
"20241208","경강선","이매","664","487","20241211"
"20241208","분당선","이매","3493","3799","20241211"
"20241208","7호선","이수","9800","9068","20241211"
"20241208","경강선","이천","2308","2489","20241211"
"20241208","4호선","이촌(국립중앙박물관)","6967","7281","20241211"
"20241208","경원선","이촌(국립중앙박물관)","2502","1969","20241211"
"20241208","6호선","이태원","10874","8779","20241211"
"20241208","과천선","인덕원","13495","13508","20241211"
"20241208","경인선","인천","3033","2372","20241211"
"20241208","수인선","인천","928","1269","20241211"
"20241208","공항철도 1호선","인천공항1터미널","14455","14918","20241211"
"20241208","공항철도 1호선","인천공항2터미널","9398","6840","20241211"
"20241208","수인선","인천논현","2785","2895","20241211"
"20241208","수인선","인하대","3086","2902","20241211"
"20241208","경의선","일산","6572","6150","20241211"
"20241208","3호선","일원","4711","4567","20241211"
"20241208","경의선","임진강","15","15","20241211"
"20241208","7호선","자양(뚝섬한강공원)","4850","4711","20241211"
"20241208","2호선","잠실(송파구청)","61464","58956","20241211"
"20241208","8호선","잠실(송파구청)","16107","17421","20241211"
"20241208","2호선","잠실나루","6058","6202","20241211"
"20241208","2호선","잠실새내","13225","13296","20241211"
"20241208","3호선","잠원","2381","2324","20241211"
"20241208","7호선","장승배기","5052","5077","20241211"
"20241208","7호선","장암","1548","1109","20241211"
"20241208","8호선","장지","10157","9843","20241211"
"20241208","5호선","장한평","10073","10111","20241211"
"20241208","경원선","전곡","981","998","20241211"
"20241208","우이신설선","정릉","3170","2649","20241211"
"20241208","일산선","정발산","5989","5630","20241211"
"20241208","과천선","정부과천청사","4811","4932","20241211"
"20241208","안산선","정왕","6339","6626","20241211"
"20241208","분당선","정자","7615","7953","20241211"
"20241208","1호선","제기동","10917","11449","20241211"
"20241208","경인선","제물포","5587","5447","20241211"
"20241208","1호선","종각","14157","12836","20241211"
"20241208","3호선","종로3가","5409","6211","20241211"
"20241208","5호선","종로3가","10599","9834","20241211"
"20241208","1호선","종로3가","16023","14554","20241211"
"20241208","1호선","종로5가","11384","10652","20241211"
"20241208","9호선2~3단계","종합운동장","2858","2576","20241211"
"20241208","2호선","종합운동장","5089","5422","20241211"
"20241208","경인선","주안","12298","10606","20241211"
"20241208","일산선","주엽","5621","5459","20241211"
"20241208","분당선","죽전","7341","8783","20241211"
"20241208","7호선","중계","7942","7669","20241211"
"20241208","7호선","중곡","6176","5995","20241211"
"20241208","경인선","중동","5132","4744","20241211"
"20241208","중앙선","중랑","3133","3008","20241211"
"20241208","안산선","중앙","12789","12495","20241211"
"20241208","9호선2~3단계","중앙보훈병원","4657","4447","20241211"
"20241208","7호선","중화","6429","6217","20241211"
"20241208","9호선","증미","3100","3043","20241211"
"20241208","6호선","증산(명지대앞)","5719","5690","20241211"
"20241208","일산선","지축","1","0","20241211"
"20241208","3호선","지축","4267","4005","20241211"
"20241208","중앙선","지평","15","21","20241211"
"20241208","경원선","지행","4310","4344","20241211"
"20241208","경부선","직산","696","863","20241211"
"20241208","경부선","진위","928","998","20241211"
"20241208","4호선","창동","17317","18045","20241211"
"20241208","경원선","창동","2","0","20241211"
"20241208","6호선","창신","1892","1723","20241211"
"20241208","경춘선","천마산","986","964","20241211"
"20241208","경부선","천안","7024","7177","20241211"
"20241208","7호선","천왕","5499","5320","20241211"
"20241208","8호선","천호(풍납토성)","11303","12657","20241211"
"20241208","5호선","천호(풍납토성)","14708","13448","20241211"
"20241208","7호선","철산","11566","11421","20241211"
"20241208","6호선","청구","2021","1833","20241211"
"20241208","5호선","청구","2041","1933","20241211"
"20241208","7호선","청담","7393","7874","20241211"
"20241208","공항철도 1호선","청라국제도시","3969","4006","20241211"
"20241208","경원선","청량리(서울시립대입구)","14513","14313","20241211"
"20241208","1호선","청량리(서울시립대입구)","15918","16132","20241211"
"20241208","분당선","청명","2176","2253","20241211"
"20241208","경원선","청산","111","117","20241211"
"20241208","경춘선","청평","1508","1229","20241211"
"20241208","경강선","초월","1893","1760","20241211"
"20241208","안산선","초지","2890","2810","20241211"
"20241208","4호선","총신대입구(이수)","11394","12404","20241211"
"20241208","경춘선","춘천","1378","1527","20241211"
"20241208","3호선","충무로","7","0","20241211"
"20241208","4호선","충무로","13281","13479","20241211"
"20241208","2호선","충정로(경기대입구)","4858","5300","20241211"
"20241208","5호선","충정로(경기대입구)","1801","1819","20241211"
"20241208","경의선","탄현","4007","3592","20241211"
"20241208","장항선","탕정","998","1187","20241211"
"20241208","6호선","태릉입구","3704","3941","20241211"
"20241208","7호선","태릉입구","5304","5178","20241211"
"20241208","분당선","태평","8331","7754","20241211"
"20241208","경춘선","퇴계원","1850","1628","20241211"
"20241208","경의선","파주","656","657","20241211"
"20241208","경강선","판교","3223","2699","20241211"
"20241208","중앙선","팔당","706","764","20241211"
"20241208","경춘선","평내호평","3319","3002","20241211"
"20241208","과천선","평촌","7514","7077","20241211"
"20241208","경부선","평택","12682","13706","20241211"
"20241208","경부선","평택지제","3335","3067","20241211"
"20241208","경의선","풍산","3944","3633","20241211"
"20241208","7호선","하계","11013","10369","20241211"
"20241208","5호선","하남검단산","5128","5038","20241211"
"20241208","5호선","하남시청(덕풍?신장)","5292","4944","20241211"
"20241208","5호선","하남풍산","2967","2868","20241211"
"20241208","7호선","학동","8698","8921","20241211"
"20241208","3호선","학여울","3563","3771","20241211"
"20241208","6호선","한강진","8110","9315","20241211"
"20241208","경의선","한국항공대","976","994","20241211"
"20241208","경원선","한남","1469","1429","20241211"
"20241208","안산선","한대앞","5819","5844","20241211"
"20241208","4호선","한성대입구(삼선교)","10417","10400","20241211"
"20241208","9호선2~3단계","한성백제","1950","1715","20241211"
"20241208","2호선","한양대","3989","4631","20241211"
"20241208","분당선","한티","7748","7889","20241211"
"20241208","2호선","합정","24771","25909","20241211"
"20241208","6호선","합정","10775","9819","20241211"
"20241208","5호선","행당","4209","3908","20241211"
"20241208","경의선","행신","4116","4029","20241211"
"20241208","4호선","혜화","27444","27764","20241211"
"20241208","수인선","호구포","1950","2143","20241211"
"20241208","2호선","홍대입구","67242","66901","20241211"
"20241208","공항철도 1호선","홍대입구","15008","13135","20241211"
"20241208","경의선","홍대입구","1870","2301","20241211"
"20241208","3호선","홍제","10766","10493","20241211"
"20241208","우이신설선","화계","2367","2298","20241211"
"20241208","5호선","화곡","15643","14836","20241211"
"20241208","6호선","화랑대(서울여대입구)","5854","5303","20241211"
"20241208","경부선","화서","8771","8419","20241211"
"20241208","일산선","화정","11341","11292","20241211"
"20241208","중앙선","회기","16689","16652","20241211"
"20241208","경원선","회룡","8103","8075","20241211"
"20241208","4호선","회현(남대문시장)","12547","12419","20241211"
"20241208","경의선","효창공원앞","1498","1763","20241211"
"20241208","6호선","효창공원앞","3895","3549","20241211"
"20241208","9호선","흑석(중앙대입구)","4536","4623","20241211"
"20241207","우이신설선","4.19민주묘지","2773","2393","20241210"
"20241207","경원선","가능","5321","4996","20241210"
"20241207","3호선","가락시장","8122","8063","20241210"
"20241207","8호선","가락시장","8323","8747","20241210"
"20241207","7호선","가산디지털단지","15470","14533","20241210"
"20241207","경부선","가산디지털단지","8483","10749","20241210"
"20241207","9호선","가양","18600","17179","20241210"
"20241207","우이신설선","가오리","3626","3298","20241210"
"20241207","경의선","가좌","4145","4144","20241210"
"20241207","분당선","가천대","6714","6724","20241210"
"20241207","경춘선","가평","1853","1893","20241210"
"20241207","경인선","간석","4996","4820","20241210"
"20241207","경춘선","갈매","1635","1398","20241210"
"20241207","2호선","강남","67890","66783","20241210"
"20241207","7호선","강남구청","11774","13448","20241210"
"20241207","분당선","강남구청","6029","7239","20241210"
"20241207","5호선","강동","16054","15209","20241210"
"20241207","8호선","강동구청","7910","7608","20241210"
"20241207","경의선","강매","2183","2005","20241210"
"20241207","2호선","강변(동서울터미널)","31508","29204","20241210"
"20241207","5호선","강일","4996","4365","20241210"
"20241207","경춘선","강촌","384","448","20241210"
"20241207","5호선","개롱","5235","5447","20241210"
"20241207","경인선","개봉","19566","18035","20241210"
"20241207","분당선","개포동","3296","3212","20241210"
"20241207","9호선","개화","2293","1691","20241210"
"20241207","5호선","개화산","4965","4632","20241210"
"20241207","5호선","거여","8151","7436","20241210"
"20241207","7호선","건대입구","13034","13601","20241210"
"20241207","2호선","건대입구","37463","41379","20241210"
"20241207","공항철도 1호선","검암","5325","5302","20241210"
"20241207","경강선","경기광주","5751","5413","20241210"
"20241207","과천선","경마공원","11132","11059","20241210"
"20241207","3호선","경복궁(정부서울청사)","22232","23480","20241210"
"20241207","3호선","경찰병원","4896","4897","20241210"
"20241207","공항철도 1호선","계양","11696","10591","20241210"
"20241207","5호선","고덕","7714","7143","20241210"
"20241207","6호선","고려대(종암)","7070","6732","20241210"
"20241207","수인선","고색","3375","3622","20241210"
"20241207","3호선","고속터미널","70867","68241","20241210"
"20241207","7호선","고속터미널","23084","16026","20241210"
"20241207","9호선","고속터미널","21279","32594","20241210"
"20241207","안산선","고잔","7987","7909","20241210"
"20241207","경의선","곡산","450","440","20241210"
"20241207","경강선","곤지암","2180","1987","20241210"
"20241207","5호선","공덕","13004","14539","20241210"
"20241207","6호선","공덕","17313","15712","20241210"
"20241207","경의선","공덕","4830","3033","20241210"
"20241207","공항철도 1호선","공덕","2746","4202","20241210"
"20241207","7호선","공릉(서울과학기술대)","10737","10267","20241210"
"20241207","9호선","공항시장","2688","2701","20241210"
"20241207","공항철도 1호선","공항화물청사","1314","4489","20241210"
"20241207","과천선","과천","5798","5155","20241210"
"20241207","경부선","관악","6211","6236","20241210"
"20241207","신림선","관악산(서울대)","3046","2799","20241210"
"20241207","5호선","광나루(장신대)","10396","10160","20241210"
"20241207","경부선","광명","3771","2780","20241210"
"20241207","7호선","광명사거리","17587","17480","20241210"
"20241207","경원선","광운대","6952","7264","20241210"
"20241207","5호선","광화문(세종문화회관)","30292","29280","20241210"
"20241207","6호선","광흥창(서강)","12647","9222","20241210"
"20241207","3호선","교대(법원.검찰청)","12209","6001","20241210"
"20241207","2호선","교대(법원.검찰청)","19249","24687","20241210"
"20241207","경부선","구로","18470","20768","20241210"
"20241207","2호선","구로디지털단지","42291","41250","20241210"
"20241207","분당선","구룡","2494","2232","20241210"
"20241207","중앙선","구리","7254","7914","20241210"
"20241207","9호선","구반포","1621","1273","20241210"
"20241207","6호선","구산","7234","5123","20241210"
"20241207","분당선","구성","5387","5314","20241210"
"20241207","2호선","구의(광진구청)","21266","20562","20241210"
"20241207","경인선","구일","12701","16826","20241210"
"20241207","3호선","구파발","18709","18603","20241210"
"20241207","중앙선","국수","530","522","20241210"
"20241207","9호선","국회의사당","48069","42114","20241210"
"20241207","7호선","군자(능동)","12598","9515","20241210"
"20241207","5호선","군자(능동)","11267","12642","20241210"
"20241207","경부선","군포","4786","4365","20241210"
"20241207","경춘선","굴봉산","101","138","20241210"
"20241207","5호선","굽은다리(강동구민회관앞)","9134","8789","20241210"
"20241207","경춘선","금곡","1016","888","20241210"
"20241207","경의선","금릉","4739","4136","20241210"
"20241207","경부선","금정","24005","24573","20241210"
"20241207","경부선","금천구청","9150","9079","20241210"
"20241207","경의선","금촌","6251","5663","20241210"
"20241207","3호선","금호","6763","6428","20241210"
"20241207","분당선","기흥","8566","7601","20241210"
"20241207","5호선","길동","7589","7556","20241210"
"20241207","4호선","길음","18121","17216","20241210"
"20241207","경춘선","김유정","387","429","20241210"
"20241207","5호선","김포공항","13145","8929","20241210"
"20241207","9호선","김포공항","6699","11345","20241210"
"20241207","공항철도 1호선","김포공항","8605","4893","20241210"
"20241207","서해선","김포공항","2789","4191","20241210"
"20241207","5호선","까치산","23710","22442","20241210"
"20241207","2호선","낙성대(강감찬)","24608","22886","20241210"
"20241207","7호선","남구로","9077","9457","20241210"
"20241207","수인선","남동인더스파크","852","789","20241210"
"20241207","3호선","남부터미널(예술의전당)","30052","28921","20241210"
"20241207","7호선","남성","9186","8506","20241210"
"20241207","경부선","남영","7796","8219","20241210"
"20241207","8호선","남위례","6095","5825","20241210"
"20241207","경춘선","남춘천","4105","4085","20241210"
"20241207","4호선","남태령","1351","809","20241210"
"20241207","8호선","남한산성입구(성남법원.검찰청)","10123","8680","20241210"
"20241207","7호선","내방","9754","9696","20241210"
"20241207","9호선","노들","5097","3927","20241210"
"20241207","9호선","노량진","30616","34463","20241210"
"20241207","경부선","노량진","14227","15930","20241210"
"20241207","4호선","노원","20072","22470","20241210"
"20241207","7호선","노원","18219","18487","20241210"
"20241207","3호선","녹번","12389","10873","20241210"
"20241207","6호선","녹사평(용산구청)","5389","6113","20241210"
"20241207","경원선","녹양","3814","3660","20241210"
"20241207","경원선","녹천","3292","2695","20241210"
"20241207","7호선","논현","13019","13857","20241210"
"20241207","경의선","능곡","3996","3977","20241210"
"20241207","8호선","단대오거리","9795","8842","20241210"
"20241207","수인선","달월","55","59","20241210"
"20241207","5호선","답십리","13008","11818","20241210"
"20241207","4호선","당고개","8670","7824","20241210"
"20241207","신림선","당곡","4225","3934","20241210"
"20241207","9호선","당산","27728","28612","20241210"
"20241207","2호선","당산","21079","28617","20241210"
"20241207","경부선","당정","4805","4418","20241210"
"20241207","일산선","대곡","3006","2985","20241210"
"20241207","과천선","대공원","3761","4023","20241210"
"20241207","7호선","대림(구로구청)","9071","9636","20241210"
"20241207","2호선","대림(구로구청)","20869","21867","20241210"
"20241207","분당선","대모산입구","4312","4000","20241210"
"20241207","신림선","대방","4635","2460","20241210"
"20241207","경부선","대방","16882","15206","20241210"
"20241207","경춘선","대성리","446","472","20241210"
"20241207","안산선","대야미","4522","3735","20241210"
"20241207","3호선","대청","8150","7664","20241210"
"20241207","3호선","대치","9837","8999","20241210"
"20241207","일산선","대화","25944","20446","20241210"
"20241207","6호선","대흥(서강대앞)","7167","7234","20241210"
"20241207","경원선","덕계","4847","4154","20241210"
"20241207","중앙선","덕소","4758","5295","20241210"
"20241207","경원선","덕정","5219","4372","20241210"
"20241207","3호선","도곡","4344","4449","20241210"
"20241207","분당선","도곡","5408","5243","20241210"
"20241207","중앙선","도농","7006","6616","20241210"
"20241207","2호선","도림천","1300","1376","20241210"
"20241207","경원선","도봉","4636","4255","20241210"
"20241207","경원선","도봉산","8611","5941","20241210"
"20241207","7호선","도봉산","7380","9520","20241210"
"20241207","중앙선","도심","1453","1070","20241210"
"20241207","경인선","도원","2428","2423","20241210"
"20241207","경인선","도화","3435","3179","20241210"
"20241207","3호선","독립문","7000","7311","20241210"
"20241207","6호선","독바위","2438","2386","20241210"
"20241207","경부선","독산","10467","10134","20241210"
"20241207","6호선","돌곶이","8181","7341","20241210"
"20241207","4호선","동대문","15454","16095","20241210"
"20241207","1호선","동대문","12852","13093","20241210"
"20241207","5호선","동대문역사문화공원(DDP)","1823","2177","20241210"
"20241207","4호선","동대문역사문화공원(DDP)","18402","15713","20241210"
"20241207","2호선","동대문역사문화공원(DDP)","14375","16694","20241210"
"20241207","3호선","동대입구","12211","13350","20241210"
"20241207","경원선","동두천","1346","1298","20241210"
"20241207","경원선","동두천중앙","2583","2371","20241210"
"20241207","6호선","동묘앞","9928","9978","20241210"
"20241207","1호선","동묘앞","12648","12902","20241210"
"20241207","경인선","동암","14514","14509","20241210"
"20241207","경인선","동인천","12623","12145","20241210"
"20241207","4호선","동작(현충원)","1666","3046","20241210"
"20241207","9호선","동작(현충원)","3422","5904","20241210"
"20241207","경부선","두정","7531","7213","20241210"
"20241207","5호선","둔촌동","8222","8205","20241210"
"20241207","9호선2~3단계","둔촌오륜","1289","1314","20241210"
"20241207","9호선","등촌","9866","8723","20241210"
"20241207","공항철도 1호선","디지털미디어시티","9223","8495","20241210"
"20241207","6호선","디지털미디어시티","10458","11063","20241210"
"20241207","경의선","디지털미디어시티","2677","2422","20241210"
"20241207","2호선","뚝섬","22625","22352","20241210"
"20241207","5호선","마곡","7670","7819","20241210"
"20241207","공항철도 1호선","마곡나루(서울식물원)","5475","5735","20241210"
"20241207","9호선","마곡나루(서울식물원)","10782","10519","20241210"
"20241207","일산선","마두","6344","6364","20241210"
"20241207","7호선","마들","10998","10116","20241210"
"20241207","경춘선","마석","3232","2895","20241210"
"20241207","5호선","마장","5200","5034","20241210"
"20241207","5호선","마천","5634","5318","20241210"
"20241207","5호선","마포","17163","12419","20241210"
"20241207","6호선","마포구청","11665","10291","20241210"
"20241207","중앙선","망우","6399","6496","20241210"
"20241207","6호선","망원","16520","18060","20241210"
"20241207","경원선","망월사","6184","6205","20241210"
"20241207","분당선","망포","10526","9360","20241210"
"20241207","분당선","매교","3392","3257","20241210"
"20241207","3호선","매봉","8257","7881","20241210"
"20241207","분당선","매탄권선","4059","3624","20241210"
"20241207","7호선","먹골","8620","8419","20241210"
"20241207","7호선","면목","11857","10809","20241210"
"20241207","4호선","명동","35684","40507","20241210"
"20241207","5호선","명일","7051","6816","20241210"
"20241207","경부선","명학","6054","5807","20241210"
"20241207","분당선","모란","17106","17440","20241210"
"20241207","8호선","모란","4791","3915","20241210"
"20241207","5호선","목동","14504","14356","20241210"
"20241207","8호선","몽촌토성(평화의문)","6057","6465","20241210"
"20241207","3호선","무악재","3539","3577","20241210"
"20241207","2호선","문래","16866","18171","20241210"
"20241207","경의선","문산","5443","4751","20241210"
"20241207","8호선","문정","12336","12367","20241210"
"20241207","분당선","미금","11436","11723","20241210"
"20241207","5호선","미사","16347","16060","20241210"
"20241207","4호선","미아(서울사이버대학)","13548","12590","20241210"
"20241207","4호선","미아사거리","24432","23574","20241210"
"20241207","안산선","반월","3860","3663","20241210"
"20241207","7호선","반포","5946","5191","20241210"
"20241207","5호선","발산","18808","19948","20241210"
"20241207","2호선","방배","12769","12903","20241210"
"20241207","5호선","방이","6440","6447","20241210"
"20241207","경원선","방학","8284","7855","20241210"
"20241207","5호선","방화","5597","5257","20241210"
"20241207","장항선","배방","1328","1243","20241210"
"20241207","경의선","백마","5721","5022","20241210"
"20241207","일산선","백석","9378","9501","20241210"
"20241207","경춘선","백양리","260","200","20241210"
"20241207","경인선","백운","6460","6306","20241210"
"20241207","6호선","버티고개","1902","1931","20241210"
"20241207","과천선","범계","25825","24824","20241210"
"20241207","경춘선","별내","1867","1543","20241210"
"20241207","경부선","병점","15371","15140","20241210"
"20241207","신림선","보라매","3984","4689","20241210"
"20241207","7호선","보라매","7235","6704","20241210"
"20241207","신림선","보라매공원","1689","1644","20241210"
"20241207","신림선","보라매병원","4456","4369","20241210"
"20241207","6호선","보문","6979","6276","20241210"
"20241207","우이신설선","보문","1441","1416","20241210"
"20241207","경원선","보산","1262","1165","20241210"
"20241207","분당선","보정","1665","1506","20241210"
"20241207","분당선","복정","6","0","20241210"
"20241207","8호선","복정","7271","6114","20241210"
"20241207","장항선","봉명","882","804","20241210"
"20241207","9호선2~3단계","봉은사","15365","15849","20241210"
"20241207","2호선","봉천","20452","18683","20241210"
"20241207","6호선","봉화산(서울의료원)","6664","6429","20241210"
"20241207","경인선","부개","7151","6762","20241210"
"20241207","경강선","부발","2532","2337","20241210"
"20241207","경인선","부천","30708","31012","20241210"
"20241207","서해선","부천종합운동장","2123","1982","20241210"
"20241207","경인선","부평","30420","33488","20241210"
"20241207","우이신설선","북한산보국문","5586","4592","20241210"
